pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats
CainDe00,deon-cain-1,00-0034406,Deon Cain,WR,2018,6,185,IND,clemson,74.0,202.0,4.43,33.5,115.0,11.0,6.71,4.37,1.0,1.0,35.0,0.0,0.0,1.0,-5.0,0.0,343858.0,582724734.0,596.0,1.0,0.0,15.0,0,0,0,False,skill_pass,False,False,False,False
WilsCe01,cedric-wilson-3,00-0034418,Cedrick Wilson Jr.,WR,2018,6,208,DAL,boise st.,74.0,197.0,4.55,37.0,121.0,9.0,6.89,4.23,22.0,23.0,8446.0,10.0,0.0,39.0,713.0,0.0,5683.0,11291511.0,117.0,11.0,6.0,93.0,0,0,0,False,skill_pass,False,False,False,False
SamuJa00,jaylen-samuels-1,00-0034331,Jaylen Samuels,TE,2018,5,165,PIT,north carolina st.,71.0,225.0,4.54,34.5,121.0,18.0,6.93,4.28,11.0,12.0,5925.0,10.0,0.0,15563378.0,143368189407.0,19612.0,6655575.0,96597565593.0,1774.0,7.0,7.0,45.0,0,0,0,False,skill_pass,False,False,False,False
SandAc00,ace-sanders-1,00-0030550,Ace Sanders,WR,2013,4,101,JAX,south carolina,67.0,173.0,4.58,32.0,117.0,7.0,6.81,4.37,101.0,112.0,3016.0,101.0,0.0,543.0,56151.0,0.0,252945.0,316383531.0,229.0,3.0,3.0,27.0,0,0,0,False,skill_pass,False,False,False,False
WillKy01,kyle-williams-1,00-0027608,Kyle Williams,WR,2010,6,206,SFO,arizona st.,70.0,188.0,4.4,33.0,118.0,11.0,7.0,4.19,1.0,1.0,32.0,1.0,0.0,665.0,154273.0,0.0,4291957.0,87360364815.0,648.0,6.0,6.0,39.0,0,0,0,False,skill_pass,False,False,False,False
BrowLe00,levi-brown-1,00-0027804,Levi Brown,QB,2010,7,209,BUF,troy,75.0,229.0,4.93,31.5,106.0,20.0,7.07,4.43,201321.0,326504.0,20304254.0,1523.0,39.0,3354.0,177.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0,0,0,False,skill_pass,False,False,False,False
SuttCo00,courtland-sutton-1,00-0034348,Courtland Sutton,WR,2018,2,40,DEN,southern methodist,75.0,218.0,4.54,35.5,124.0,18.0,6.57,4.11,2.0,2.0,75.0,0.0,0.0,1.0,2.0,1.0,2497668.0,2786212461085.0,91012.0,45.0,45.0,115.0,2,0,5,False,skill_pass,False,False,False,False
MoorD.00,dj-moore-3,00-0034827,D.J. Moore,WR,2018,1,24,CAR,maryland,72.0,210.0,4.42,39.5,132.0,15.0,6.95,4.07,12.0,122.0,2115.0,0.0,0.0,1115.0,95561.0,1.0,254180.0,3576371033.0,368.0,61.0,36.0,131.0,0,0,7,False,skill_pass,False,False,False,False
WhitJo02,jordan-white-1,00-0029642,Jordan White,WR,2012,7,244,NYJ,western michigan,72.0,208.0,4.63,35.0,119.0,14.0,6.84,4.13,0.0,1.0,0.0,0.0,0.0,31.0,2927.0,0.0,195394128.0,21768113781792.0,141017.0,0.0,0.0,3.0,0,0,0,False,skill_pass,False,False,False,False
MillBr03,braxton-miller-1,00-0033069,Braxton Miller,WR,2016,3,85,HOU,ohio st.,73.0,201.0,4.5,35.0,123.0,17.0,6.65,4.07,851481621.0,1572542551.0,1159203920943.0,1315240.0,4670.0,15922717142.0,71512711068260.0,713121.0,26.0,341.0,3.0,2.0,2.0,21.0,0,0,1,False,skill_pass,False,False,False,False
CampMi02,michael-campanaro-1,00-0031025,Michael Campanaro,WR,2014,7,218,BAL,wake forest,69.0,192.0,4.46,39.0,122.0,20.0,6.77,4.01,312.0,412.0,1063929.0,211.0,100.0,292164.0,123238210.0,1010.0,10737967.0,107833763803.0,266.0,4.0,4.0,24.0,0,0,0,False,skill_pass,False,False,False,False
BrowAn04,antonio-brown-1,00-0027793,Antonio Brown,WR,2010,6,195,PIT,central michigan,70.0,186.0,4.56,33.5,105.0,13.0,6.98,4.18,11.0,122.0,224.0,10.0,0.0,92042.0,61116341.0,103.0,9893110.0,9809981198.0,679.0,92.0,86.0,146.0,7,4,7,False,skill_pass,False,False,False,False
GranRy01,ryan-grant-2,00-0031068,Ryan Grant,WR,2014,5,142,WAS,tulane,72.0,199.0,4.64,35.5,119.0,8.0,6.68,4.11,0.0,11.0,0.0,0.0,1.0,5.0,3.0,0.0,93317677.0,395152711491039.0,14169.0,10.0,7.0,80.0,0,0,1,False,skill_pass,False,False,False,False
AbbrJa00,jared-abbrederis-1,00-0031021,Jared Abbrederis,WR,2014,5,176,GNB,wisconsin,73.0,195.0,4.5,30.5,117.0,4.0,6.8,4.08,1.0,1.0,27.0,0.0,0.0,31186.0,276283119.0,2.0,20554978.0,2899338371081.0,3857.0,1.0,1.0,22.0,0,0,0,False,skill_pass,False,False,False,False
SamuDe00,deebo-samuel-1,00-0035719,Deebo Samuel,WR,2019,2,36,SFO,south carolina,71.0,214.0,4.48,39.0,122.0,15.0,7.03,4.14,11.0,11.0,3313.0,11.0,0.0,1528.0,983026.0,610.0,12591562.0,161783250882.0,11311.0,52.0,47.0,97.0,1,1,5,False,skill_pass,False,False,False,False
FordIs00,isaiah-ford-1,00-0033471,Isaiah Ford,WR,2017,7,237,MIA,virginia tech,73.0,194.0,4.61,35.5,127.0,14.0,6.94,4.34,110.0,121.0,30140.0,0.0,0.0,476.0,5133.0,0.0,567579.0,70911641094.0,6117.0,5.0,5.0,32.0,0,0,0,False,skill_pass,False,False,False,False
GiveCh00,chris-givens-2,00-0029614,Chris Givens,WR,2012,4,96,STL,wake forest,71.0,198.0,4.35,33.5,118.0,19.0,6.97,4.23,0.0,11.0,0.0,0.0,0.0,151614.0,986377.0,20.0,453583.0,6295141330.0,849.0,12.0,11.0,60.0,0,0,2,False,skill_pass,False,False,False,False
MartKe01,keshawn-martin-1,00-0029415,Keshawn Martin,WR,2012,4,121,HOU,michigan st.,71.0,188.0,4.42,39.5,122.0,13.0,6.85,4.13,2312.0,3312.0,59401346.0,200.0,0.0,9181819.0,51219157113.0,102.0,11183266.0,132411394777.0,514.0,7.0,4.0,58.0,0,0,1,False,skill_pass,False,False,False,False
LippTo00,tony-lippett-1,00-0031594,Tony Lippett,WR,2015,5,156,MIA,michigan st.,74.0,192.0,4.61,36.0,114.0,10.0,6.92,4.13,1.0,2.0,5.0,1.0,0.0,1212.0,-30351.0,1.0,4364465.0,443926131198.0,2211.0,6.0,6.0,28.0,0,0,1,False,skill_pass,False,False,False,False
BoydTy00,tyler-boyd-1,00-0033009,Tyler Boyd,WR,2016,2,55,CIN,pittsburgh,73.0,197.0,4.58,34.0,119.0,11.0,6.9,4.35,12.0,13.0,2967.0,0.0,0.0,111240.0,10863349.0,100.0,857891.0,11741261926.0,786.0,48.0,46.0,136.0,0,0,5,False,skill_pass,False,False,False,False
JameRi00,richie-james-1,00-0034286,Richie James,WR,2018,7,240,SFO,middle tenn. st.,70.0,183.0,4.48,35.5,122.0,6.0,6.87,4.16,60.0,71.0,800.0,0.0,0.0,123810.0,14633957.0,140.0,10810531.0,13461625290.0,8123.0,13.0,6.0,66.0,0,0,1,False,skill_pass,False,False,False,False
EverGe00,gerald-everett-1,00-0033895,Gerald Everett,TE,2017,2,44,LAR,south alabama,75.0,239.0,4.62,37.5,126.0,22.0,6.99,4.33,1.0,1.0,7.0,1.0,0.0,8.0,7.0,4.0,4149.0,575717.0,84.0,22.0,10.0,124.0,0,0,3,False,skill_pass,False,False,False,False
CrowJa00,jamison-crowder-1,00-0031941,Jamison Crowder,WR,2015,4,105,WAS,duke,68.0,185.0,4.56,37.0,115.0,10.0,7.17,4.32,101.0,211.0,21012.0,1.0,0.0,8382.0,4213719.0,10.0,147610885.0,163107413601044.0,1886.0,33.0,22.0,123.0,0,0,4,False,skill_pass,False,False,False,False
HardJu00,justin-hardy-1,00-0031570,Justin Hardy,WR,2015,4,107,ATL,east carolina,70.0,192.0,4.56,36.5,114.0,11.0,6.63,4.21,1021.0,1234.0,5105541.0,11.0,0.0,1.0,7.0,1.0,6488114121.0,658110512841494.0,611810.0,8.0,8.0,73.0,0,0,0,False,skill_pass,False,False,False,False
QuinTr00,trey-quinn-1,00-0034339,Trey Quinn,WR,2018,7,256,WAS,southern methodist,71.0,203.0,4.55,33.5,116.0,17.0,6.91,4.19,1.0,2.0,34.0,0.0,1.0,21.0,110.0,0.0,175114.0,193831236.0,13.0,2.0,2.0,16.0,0,0,0,False,skill_pass,False,False,False,False
HarrDw00,dwayne-harris-1,00-0028114,Dwayne Harris,WR,2011,6,176,DAL,east carolina,70.0,203.0,4.53,34.0,111.0,10.0,6.77,4.21,112.0,333.0,803538.0,101.0,0.0,20193116.0,19776149104.0,1050.0,265883101.0,2466549781123.0,21710.0,12.0,6.0,109.0,1,0,0,False,skill_pass,False,False,False,False
