pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats
JoneJu02,julio-jones-1,00-0027944,Julio Jones,WR,2011,1,6,ATL,alabama,75.0,220.0,4.34,38.5,135.0,17.0,6.66,4.25,,,,,,28.0,4135.0,2.0,584378.0,9245961133.0,447.0,101.0,97.0,166.0,7,2,9,False,skill_pass,False,False,False,False
GreeA.00,aj-green-1,00-0027942,A.J. Green,WR,2011,1,4,CIN,georgia,76.0,211.0,4.48,34.5,126.0,18.0,6.91,4.21,,,,,,43.0,6144.0,0.0,565357.0,963808848.0,869.0,77.0,71.0,158.0,7,0,10,False,skill_pass,False,False,False,False
BaldJo00,jonathan-baldwin-1,00-0027964,Jonathan Baldwin,WR,2011,1,26,KAN,pittsburgh,76.0,228.0,4.49,42.0,129.0,20.0,7.07,4.34,,,,,,113.0,4613.0,0.0,185753.0,4041111822.0,385.0,4.0,4.0,33.0,0,0,1,False,skill_pass,False,False,False,False
JohnOl00,olabisi-johnson-1,00-0035006,Olabisi Johnson,WR,2019,7,247,MIN,colorado st.,72.0,204.0,4.51,38.0,124.0,14.0,6.88,4.16,,,,,,1.0,13.0,0.0,2284154.0,15613595796.0,1424.0,5.0,5.0,32.0,0,0,0,False,skill_pass,False,False,False,False
SimsDi00,dion-sims-1,00-0030422,Dion Sims,TE,2013,4,106,MIA,michigan st.,77.0,262.0,4.75,35.0,112.0,22.0,7.36,4.52,,,,,,1.0,-2.0,0.0,111236.0,13399475.0,332.0,8.0,6.0,78.0,0,0,2,False,skill_pass,False,False,False,False
ThomSl00,sloan-thomas-1,00-0022686,Sloan Thomas,WR,2004,7,211,HOU,texas,73.0,203.0,4.5,,,,,,12234220227.0,26391429402.0,107301329762907.0,191816.0,101613.0,6153174162.0,22469524344.0,1194.0,11.0,29.0,10.0,0.0,,1.0,0,0,0,False,skill_pass,False,True,False,False
NautIs00,isaac-nauta-1,00-0035539,Isaac Nauta,TE,2019,7,224,DET,georgia,75.0,244.0,4.91,28.0,,19.0,7.45,4.43,,,,,,0.0,31.0,1.0,29930.0,361114430.0,323.0,0.0,0.0,13.0,0,0,0,False,skill_pass,False,True,False,False
WestDe00,dede-westbrook-1,00-0033839,Dede Westbrook,WR,2017,4,110,JAX,oklahoma,72.0,178.0,,,,,,,0.0,2.0,0.0,0.0,0.0,510.0,17101.0,0.0,4680.0,7431524.0,417.0,14.0,13.0,55.0,0,0,1,False,skill_pass,False,True,False,False
RobiKe00,kevin-robinson-1,00-0026322,Kevin Robinson,WR,2008,6,182,KAN,utah st.,71.0,202.0,4.69,27.5,115.0,,7.31,4.77,,,,,,39452512.0,25432286134.0,2303.0,7208.0,5722156.0,30.0,0.0,0.0,8.0,0,0,0,False,skill_pass,False,True,False,False
WoodLo00,logan-woodside-1,00-0034438,Logan Woodside,QB,2018,7,249,CIN,toledo,73.0,213.0,4.79,31.5,103.0,,6.94,4.15,21186289264.0,41297418411.0,240227241293882.0,1194528.0,898.0,6523751.0,,301.0,,,,0.0,,13.0,0,0,0,False,skill_pass,False,True,False,False
GreeLa00,,00-0029275,Ladarius Green,TE,2012,4,110,SDG,louisiana,78.0,238.0,4.45,34.5,124.0,16.0,7.12,4.47,,,,,,1.0,20.0,0.0,22324451.0,268533794606.0,5278.0,11.0,9.0,53.0,0,0,2,False,skill_pass,False,False,False,False
CoopAm00,amari-cooper-1,00-0031544,Amari Cooper,WR,2015,1,4,OAK,alabama,73.0,211.0,4.42,33.0,120.0,,6.71,3.98,,,,,,15.0,2823.0,0.0,5945124.0,10007361727.0,11416.0,66.0,22.0,154.0,5,0,9,False,skill_pass,False,True,False,False
JoneT.00,tj-jones-2,00-0031189,T.J. Jones,WR,2014,6,189,DET,notre dame,72.0,188.0,4.46,33.0,119.0,,6.82,4.27,,,,,,19.0,867.0,2.0,23385070.0,3063666491108.0,3349.0,7.0,7.0,45.0,0,0,0,False,skill_pass,False,True,False,False
SmitDe04,devin-smith-2,00-0031934,Devin Smith,WR,2015,2,37,NYJ,ohio st.,72.0,196.0,4.42,39.0,122.0,10.0,,4.15,,,,,,1.0,2.0,0.0,14304433.0,294618660931.0,46812.0,2.0,1.0,22.0,0,0,0,False,skill_pass,False,True,False,False
LyncAr00,arthur-lynch-1,00-0031286,Arthur Lynch,TE,2014,5,155,MIA,georgia,77.0,258.0,4.82,29.5,116.0,28.0,7.38,4.35,1.0,1.0,16.0,0.0,0.0,,,,22430.0,17431459.0,35.0,,,,0,0,0,False,skill_pass,True,False,False,False
StreDe00,devin-street-1,00-0031310,Devin Street,WR,2014,5,146,DAL,pittsburgh,75.0,198.0,4.55,37.0,124.0,,6.89,4.01,,,,,,3233.0,1625306.0,0.0,25537351.0,318754975854.0,2257.0,1.0,1.0,36.0,0,0,0,False,skill_pass,False,True,False,False
CampPa00,parris-campbell-1,00-0035639,Parris Campbell,WR,2019,2,59,IND,ohio st.,72.0,205.0,4.31,40.0,135.0,11.0,,4.03,,,,,,41010.0,54132102.0,111.0,134088.0,121584983.0,311.0,9.0,9.0,50.0,0,0,1,False,skill_pass,False,True,False,False
GilyMa00,mardy-gilyard-1,00-0027700,Mardy Gilyard,WR,2010,4,99,STL,cincinnati,72.0,187.0,4.61,39.0,116.0,,6.92,4.4,,,,,,25.0,1016.0,1.0,368187.0,53612761191.0,31111.0,1.0,1.0,19.0,0,0,0,False,skill_pass,False,True,False,False
LaFeBr00,brandon-lafell-1,00-0027681,Brandon LaFell,WR,2010,3,78,CAR,louisiana state,74.0,211.0,4.58,36.0,115.0,,6.81,4.23,,,,,,125.0,18613.0,100.0,5506357.0,140656929792.0,24811.0,43.0,19.0,125.0,0,0,5,False,skill_pass,False,True,False,False
McBrTr00,,00-0032123,Tre McBride,WR,2015,7,245,TEN,william & mary,72.0,210.0,4.41,38.0,122.0,16.0,6.96,4.08,,,,,,21.0,369.0,1.0,8452190.0,995603181121.0,1441.0,1.0,0.0,17.0,0,0,0,False,skill_pass,False,False,False,False
BerrBr00,braxton-berrios-1,00-0034419,Braxton Berrios,WR,2018,6,210,NWE,miami,69.0,184.0,,,,11.0,,,1.0,1.0,17.0,0.0,0.0,41.0,729.0,0.0,21121254.0,23286178670.0,3029.0,11.0,,91.0,0,1,0,False,skill_pass,False,True,False,False
RobiAl02,allen-robinson-1,00-0031428,Allen Robinson,WR,2014,2,61,JAX,penn st.,75.0,220.0,4.6,39.0,127.0,,7.0,4.0,,,,,,6.0,36.0,0.0,37797.0,2910181432.0,116.0,48.0,18.0,139.0,1,0,8,False,skill_pass,False,True,False,False
GaroJi00,,00-0031345,Jimmy Garoppolo,QB,2014,2,62,NWE,eastern illinois,74.0,226.0,4.97,30.5,110.0,,7.04,4.26,141565.0,253295.0,209225811.0,119.0,122.0,6812.0,,0.0,,,,47.0,2.0,85.0,0,0,3,False,skill_pass,False,True,False,False
AustTa00,tavon-austin-1,00-0030525,Tavon Austin,WR,2013,1,8,STL,west virginia,68.0,174.0,4.34,32.0,120.0,14.0,,4.01,,,,,,6151672.0,47159182643.0,1113.0,1558101114.0,15178711861289.0,18812.0,26.0,22.0,113.0,0,0,4,False,skill_pass,False,True,False,False
TannRy00,ryan-tannehill-1,00-0029701,Ryan Tannehill,QB,2012,1,8,MIA,texas a&m,76.0,221.0,4.65,,,,,,14152327.0,18234531.0,86016383744.0,1329.0,615.0,245158.0,,14.0,554611.0,844609143.0,541.0,91.0,47.0,155.0,1,0,10,False,skill_pass,False,True,False,False
WhitMi01,mike-white-6,00-0034401,Mike White,QB,2018,5,171,DAL,western kentucky,77.0,224.0,5.09,27.0,96.0,,7.4,4.4,93122280368.0,175242416560.0,1083163943634177.0,383726.0,9778.0,14282964.0,,6.0,,,,5.0,,15.0,0,0,0,False,skill_pass,False,True,False,False
ClayKa00,kaelin-clay-1,00-0032115,Kaelin Clay,WR,2015,6,184,TAM,utah,70.0,195.0,4.51,33.0,113.0,10.0,6.97,4.26,,,,,,4.0,4.0,0.0,43.0,523.0,4.0,3.0,,22.0,0,0,0,False,skill_pass,False,False,False,False
MumpKe00,keith-mumphery-1,00-0031600,Keith Mumphery,WR,2015,5,175,HOU,michigan st.,72.0,215.0,4.54,32.5,121.0,,7.07,4.25,,,,,,626.0,38285.0,1.0,2421826.0,39515299495.0,133.0,2.0,2.0,27.0,0,0,0,False,skill_pass,False,True,False,False
LaulKy00,,00-0034369,Kyle Lauletta,QB,2018,4,108,NYG,richmond,75.0,222.0,4.81,31.0,113.0,,6.95,4.07,1824.0,3035.0,220337.0,3.0,0.0,115.0,,10.0,,,,0.0,0.0,2.0,0,0,0,False,skill_pass,False,True,False,False
PettDa00,dante-pettis-1,00-0034860,Dante Pettis,WR,2018,2,44,SFO,washington,72.0,186.0,,,,,,,21.0,41.0,8936.0,10.0,0.0,13.0,-850.0,0.0,17305363.0,259414822761.0,11157.0,11.0,5.0,66.0,0,0,0,False,skill_pass,False,True,False,False
SmitLe00,lee-smith-2,00-0028097,Lee Smith,TE,2011,5,159,NWE,marshall,78.0,266.0,4.94,29.0,108.0,25.0,7.13,4.28,,,,,,1.0,0.0,0.0,2122338.0,989335358.0,3.0,5.0,,149.0,0,0,4,False,skill_pass,False,False,False,False
DaviCo03,corey-davis-3,00-0033871,Corey Davis,WR,2017,1,5,TEN,western michigan,75.0,209.0,,,,,,,11.0,11.0,1822.0,0.0,0.0,111.0,2110.0,0.0,67789097.0,941140814361500.0,6151219.0,31.0,24.0,78.0,0,0,5,False,skill_pass,False,True,False,False
BrisDe00,dezmon-briscoe-1,00-0027789,Dezmon Briscoe,WR,2010,6,191,CIN,kansas,74.0,207.0,4.66,33.0,115.0,9.0,7.1,4.57,,,,,,22.0,1819.0,1.0,429184.0,49613991337.0,7159.0,4.0,,25.0,0,0,0,False,skill_pass,False,False,False,False
EscoGa00,gavin-escobar-1,00-0030544,Gavin Escobar,TE,2013,2,47,DAL,san diego st.,78.0,254.0,4.84,32.0,114.0,,7.07,4.31,,,,,,2.0,7.0,0.0,295142.0,323780543.0,476.0,2.0,2.0,64.0,0,0,0,False,skill_pass,False,True,False,False
SmitJo01,jonnu-smith-1,00-0033858,Jonnu Smith,TE,2017,3,100,TEN,florida international,75.0,248.0,4.62,38.0,127.0,22.0,,4.18,,,,,,1.0,5.0,0.0,39613642.0,388710397506.0,2844.0,29.0,10.0,141.0,1,0,5,False,skill_pass,False,True,False,False
TaylTa00,taywan-taylor-1,00-0033911,Taywan Taylor,WR,2017,3,72,TEN,western kentucky,71.0,203.0,4.5,33.5,132.0,13.0,6.57,4.21,,,,,,176.0,,0.0,24458698.0,27076714671730.0,71717.0,6.0,6.0,35.0,0,0,0,False,skill_pass,False,False,False,False
BrowVi00,vincent-brown-3,00-0028020,Vincent Brown,WR,2011,3,82,SDG,san diego st.,71.0,187.0,4.68,33.5,121.0,12.0,6.64,4.25,,,,,,331.0,,0.0,31644569.0,3496317781352.0,25610.0,9.0,8.0,38.0,0,0,1,False,skill_pass,False,False,False,False
HousRo01,rob-housler-1,00-0028007,Rob Housler,TE,2011,3,69,ARI,florida atlantic,77.0,248.0,4.46,37.0,117.0,22.0,6.9,4.21,,,,,,311.0,,100.0,253239.0,1664519629.0,44.0,9.0,9.0,65.0,0,0,3,False,skill_pass,False,False,False,False
KingTa00,tavarres-king-1,00-0030091,Tavarres King,WR,2013,5,161,DEN,georgia,72.0,189.0,4.47,36.5,123.0,11.0,6.91,4.33,,,,,,21.0,50.0,0.0,218274742.0,66377504705950.0,1389.0,2.0,,17.0,0,0,0,False,skill_pass,False,False,False,False
