pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,col_total_tackles,col_tfl,col_sacks,col_ints,col_pass_deflections,col_qb_hurries,col_fg_made,col_fg_attempted,col_xp_made,col_xp_attempted,col_punts,col_punt_yards,career_av,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof
PerrMa00,malcolm-perry-1,00-0036245,Malcolm Perry,RB,2020,7,246,MIA,navy,69.0,186.0,4.63,36.0,122.0,10.0,7.12,4.31,58.0,112.0,1311.0,10.0,5.0,614.0,4359.0,40.0,22.0,470.0,3.0,,,,,,,,,,,,,,1.0,1.0,9.0,0,0,0,False
PettAu00,austin-pettis-1,00-0028016,Austin Pettis,WR,2011,3,78,STL,boise st.,75.0,209.0,4.56,33.5,120.0,14.0,6.68,3.88,5.0,6.0,93.0,2.0,0.0,1.0,-11.0,0.0,229.0,2838.0,39.0,,,,,,,,,,,,,,8.0,8.0,47.0,0,0,0,False
MathRy00,ryan-mathews-1,00-0027864,Ryan Mathews,RB,2010,1,12,SDG,fresno st.,72.0,218.0,4.37,36.0,121.0,19.0,7.0,4.33,0.0,1.0,0.0,0.0,0.0,534.0,3280.0,39.0,19.0,268.0,2.0,,,,,,,,,,,,,,44.0,37.0,86.0,1,0,5,False
GranRy01,ryan-grant-2,00-0031068,Ryan Grant,WR,2014,5,142,WAS,tulane,72.0,199.0,4.64,35.5,119.0,8.0,6.68,4.11,0.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,196.0,2769.0,21.0,,,,,,,,,,,,,,10.0,7.0,80.0,0,0,1,False
MoorD.00,dj-moore-3,00-0034827,D.J. Moore,WR,2018,1,24,CAR,maryland,72.0,210.0,4.42,39.5,132.0,15.0,6.95,4.07,3.0,5.0,36.0,0.0,0.0,17.0,125.0,1.0,146.0,2027.0,17.0,,,,,,,,,,,,,,61.0,36.0,131.0,0,0,7,False
BerrEr99,eric-berry-1,00-0027858,Eric Berry,CB,2010,1,5,KAN,tennessee,72.0,211.0,4.4,43.0,130.0,19.0,6.8,4.23,1.0,2.0,9.0,0.0,1.0,7.0,37.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,50.0,50.0,89.0,5,3,5,False
AbbrJa00,jared-abbrederis-1,00-0031021,Jared Abbrederis,WR,2014,5,176,GNB,wisconsin,73.0,195.0,4.5,30.5,117.0,4.0,6.8,4.08,1.0,1.0,27.0,0.0,0.0,28.0,291.0,2.0,202.0,3140.0,23.0,,,,,,,,,,,,,,1.0,1.0,22.0,0,0,0,False
HerbKh00,khalil-herbert-1,00-0036906,Khalil Herbert,RB,2021,6,217,CHI,virginia tech,68.0,210.0,4.46,33.0,115.0,22.0,6.96,4.31,0.0,1.0,0.0,0.0,0.0,475.0,2918.0,22.0,33.0,293.0,1.0,,,,,,,,,,,,,,13.0,12.0,63.0,0,0,1,False
PoseDe00,devier-posey-1,00-0029673,DeVier Posey,WR,2012,3,68,HOU,ohio st.,74.0,211.0,4.39,36.5,123.0,14.0,7.03,4.15,1.0,1.0,39.0,1.0,0.0,3.0,13.0,0.0,136.0,1955.0,18.0,,,,,,,,,,,,,,2.0,2.0,26.0,0,0,0,False
BrowLe00,levi-brown-1,00-0027804,Levi Brown,QB,2010,7,209,BUF,troy,75.0,229.0,4.93,31.5,106.0,20.0,7.07,4.43,522.0,830.0,6284.0,38.0,12.0,87.0,24.0,1.0,1.0,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0,0,0,False
AbduAm00,ameer-abdullah-1,00-0032104,Ameer Abdullah,RB,2015,2,54,DET,nebraska,69.0,205.0,4.6,42.5,130.0,24.0,6.79,3.95,0.0,1.0,0.0,0.0,0.0,813.0,4588.0,39.0,73.0,690.0,7.0,,,,,,,,,,,,,,22.0,10.0,154.0,0,0,2,False
CampMi02,michael-campanaro-1,00-0031025,Michael Campanaro,WR,2014,7,218,BAL,wake forest,69.0,192.0,4.46,39.0,122.0,20.0,6.77,4.01,6.0,7.0,174.0,4.0,1.0,51.0,238.0,2.0,229.0,2506.0,14.0,,,,,,,,,,,,,,4.0,4.0,24.0,0,0,0,False
FordIs00,isaiah-ford-1,00-0033471,Isaiah Ford,WR,2017,7,237,MIA,virginia tech,73.0,194.0,4.61,35.5,127.0,14.0,6.94,4.34,2.0,4.0,44.0,0.0,0.0,17.0,84.0,0.0,210.0,2967.0,24.0,,,,,,,,,,,,,,5.0,5.0,32.0,0,0,0,False
NewsDa00,dazz-newsome-1,00-0036907,Dazz Newsome,WR,2021,6,221,CHI,north carolina,70.0,190.0,4.59,34.0,121.0,12.0,7.38,4.38,1.0,1.0,43.0,0.0,0.0,20.0,178.0,2.0,188.0,2435.0,18.0,,,,,,,,,,,,,,0.0,0.0,3.0,0,0,0,False
SamuDe00,deebo-samuel-1,00-0035719,Deebo Samuel,WR,2019,2,36,SFO,south carolina,71.0,214.0,4.48,39.0,122.0,15.0,7.03,4.14,2.0,2.0,46.0,2.0,0.0,25.0,154.0,7.0,148.0,2076.0,16.0,,,,,,,,,,,,,,52.0,47.0,97.0,1,1,5,False
JernJe00,jerrel-jernigan-1,00-0028021,Jerrel Jernigan,WR,2011,3,83,NYG,troy,69.0,185.0,4.46,37.5,124.0,11.0,7.07,4.25,7.0,10.0,43.0,2.0,0.0,132.0,892.0,5.0,262.0,3128.0,18.0,,,,,,,,,,,,,,2.0,2.0,34.0,0,0,0,False
DorsPh00,phillip-dorsett-1,00-0032208,Phillip Dorsett,WR,2015,1,29,IND,miami,70.0,185.0,4.33,37.0,122.0,13.0,6.7,4.11,3.0,3.0,42.0,1.0,0.0,7.0,2.0,0.0,121.0,2132.0,17.0,,,,,,,,,,,,,,16.0,7.0,94.0,0,0,0,False
SanuMo00,mohamed-sanu-1,00-0029632,Mohamed Sanu,WR,2012,3,83,CIN,rutgers,73.0,211.0,4.62,36.0,126.0,19.0,6.88,4.22,8.0,18.0,207.0,4.0,0.0,125.0,653.0,9.0,210.0,2263.0,12.0,,,,,,,,,,,,,,41.0,15.0,136.0,0,0,5,False
WhitJa02,james-white-2,00-0031062,James White,RB,2014,4,130,NWE,wisconsin,69.0,204.0,4.57,32.0,114.0,23.0,7.05,4.2,1.0,2.0,3.0,1.0,0.0,643.0,4015.0,45.0,73.0,670.0,3.0,,,,,,,,,,,,,,37.0,37.0,95.0,0,0,0,False
SuttCo00,courtland-sutton-1,00-0034348,Courtland Sutton,WR,2018,2,40,DEN,southern methodist,75.0,218.0,4.54,35.5,124.0,18.0,6.57,4.11,2.0,2.0,75.0,0.0,0.0,1.0,2.0,1.0,195.0,3220.0,31.0,,,,,,,,,,,,,,45.0,45.0,115.0,2,0,5,False
ElliBr00,bruce-ellington-1,00-0031326,Bruce Ellington,WR,2014,4,106,SFO,south carolina,69.0,197.0,4.45,39.5,120.0,15.0,6.69,3.95,4.0,5.0,36.0,1.0,0.0,25.0,148.0,1.0,106.0,1586.0,16.0,,,,,,,,,,,,,,7.0,2.0,44.0,0,0,0,False
ArchDr00,dri-archer-1,00-0031392,Dri Archer,WR,2014,3,97,PIT,kent st.,68.0,173.0,4.26,38.0,122.0,20.0,6.86,4.06,1.0,1.0,24.0,1.0,0.0,325.0,2342.0,24.0,99.0,1194.0,12.0,,,,,,,,,,,,,,0.0,0.0,20.0,0,0,0,False
BeckOd00,odell-beckham-jr-1,00-0031235,Odell Beckham Jr.,WR,2014,1,12,NYG,louisiana state,71.0,198.0,4.38,38.5,122.0,7.0,6.69,3.94,0.0,1.0,0.0,0.0,0.0,7.0,77.0,0.0,143.0,2340.0,12.0,,,,,,,,,,,,,,59.0,41.0,119.0,3,0,6,False
HardMo00,montario-hardesty-1,00-0027666,Montario Hardesty,RB,2010,2,59,CLE,tennessee,72.0,225.0,4.49,41.0,124.0,21.0,6.87,4.14,0.0,1.0,0.0,0.0,0.0,560.0,2391.0,26.0,38.0,405.0,1.0,,,,,,,,,,,,,,4.0,4.0,23.0,0,0,0,False
RodgAm00,amari-rodgers-1,00-0036991,Amari Rodgers,WR,2021,3,85,GNB,clemson,69.0,212.0,4.52,33.0,121.0,19.0,7.07,4.31,1.0,3.0,8.0,0.0,0.0,6.0,46.0,1.0,181.0,2144.0,15.0,,,,,,,,,,,,,,2.0,1.0,35.0,0,0,0,False
CookBr00,brandin-cooks-1,00-0031236,Brandin Cooks,WR,2014,1,20,NOR,oregon st.,70.0,189.0,4.33,36.0,120.0,16.0,6.76,3.81,0.0,1.0,0.0,0.0,0.0,61.0,340.0,2.0,226.0,3272.0,24.0,,,,,,,,,,,,,,73.0,21.0,173.0,0,0,10,False
GerhTo00,toby-gerhart-1,00-0027888,Toby Gerhart,RB,2010,2,51,MIN,stanford,72.0,231.0,4.5,38.0,118.0,22.0,6.94,4.25,1.0,1.0,18.0,1.0,0.0,671.0,3522.0,43.0,39.0,395.0,0.0,,,,,,,,,,,,,,16.0,13.0,82.0,0,0,0,False
PeriLa00,lamical-perine-1,00-0036269,La'Mical Perine,RB,2020,4,120,NYJ,florida,71.0,216.0,4.62,35.0,118.0,22.0,7.13,4.31,0.0,1.0,0.0,0.0,0.0,493.0,2485.0,22.0,72.0,674.0,8.0,,,,,,,,,,,,,,3.0,2.0,17.0,0,0,0,False
VereSh00,shane-vereen-1,00-0027994,Shane Vereen,RB,2011,2,56,NWE,california,70.0,210.0,4.49,34.0,115.0,31.0,6.95,4.28,0.0,3.0,0.0,0.0,0.0,556.0,2834.0,29.0,74.0,674.0,6.0,,,,,,,,,,,,,,25.0,16.0,79.0,0,0,1,False
BallMo00,montee-ball-1,00-0030522,Montee Ball,RB,2013,2,58,DEN,wisconsin,70.0,214.0,4.66,32.0,118.0,15.0,6.88,4.4,2.0,2.0,57.0,1.0,0.0,924.0,5140.0,77.0,59.0,598.0,6.0,,,,,,,,,,,,,,7.0,7.0,21.0,0,0,0,False
SimsCh00,charles-sims-1,00-0031390,Charles Sims,RB,2014,3,69,TAM,west virginia,72.0,214.0,4.48,37.5,126.0,17.0,7.16,4.3,0.0,1.0,0.0,0.0,0.0,592.0,3465.0,40.0,203.0,2108.0,11.0,,,,,,,,,,,,,,13.0,13.0,47.0,0,0,0,False
FreeRo00,royce-freeman-1,00-0034838,Royce Freeman,RB,2018,3,71,DEN,oregon,71.0,229.0,4.54,34.0,118.0,17.0,6.9,4.16,1.0,1.0,26.0,1.0,0.0,947.0,5621.0,60.0,79.0,814.0,4.0,,,,,,,,,,,,,,13.0,9.0,79.0,0,0,0,False
CobbRa00,randall-cobb-1,00-0028002,Randall Cobb,WR,2011,2,64,GNB,kentucky,70.0,191.0,4.46,33.5,115.0,16.0,7.08,4.34,62.0,122.0,689.0,5.0,5.0,228.0,1313.0,22.0,144.0,1661.0,13.0,,,,,,,,,,,,,,64.0,56.0,166.0,1,0,5,False
BellLe00,leveon-bell-1,00-0030496,Le'Veon Bell,RB,2013,2,48,PIT,michigan st.,73.0,230.0,4.6,31.5,118.0,24.0,6.75,4.24,1.0,1.0,29.0,0.0,0.0,671.0,3346.0,33.0,78.0,531.0,1.0,,,,,,,,,,,,,,61.0,55.0,96.0,3,2,5,False
FordJa01,jacoby-ford-1,00-0027709,Jacoby Ford,WR,2010,4,108,OAK,clemson,69.0,186.0,4.28,33.5,115.0,15.0,7.0,4.44,2.0,2.0,55.0,1.0,0.0,58.0,494.0,2.0,140.0,1919.0,15.0,,,,,,,,,,,,,,12.0,12.0,38.0,0,0,1,False
WillKy01,kyle-williams-1,00-0027608,Kyle Williams,WR,2010,6,206,SFO,arizona st.,70.0,188.0,4.4,33.0,118.0,11.0,7.0,4.19,1.0,1.0,32.0,1.0,0.0,17.0,130.0,0.0,109.0,1626.0,18.0,,,,,,,,,,,,,,6.0,6.0,39.0,0,0,0,False
KirkCh01,christian-kirk-1,00-0034775,Christian Kirk,WR,2018,2,47,ARI,texas a&m,70.0,201.0,4.47,35.5,115.0,20.0,7.09,4.45,0.0,2.0,0.0,0.0,0.0,23.0,120.0,0.0,234.0,2856.0,26.0,,,,,,,,,,,,,,42.0,23.0,106.0,0,0,7,False
SpenSe00,sean-spence-1,00-0029594,Sean Spence,LB,2012,3,86,PIT,miami,71.0,231.0,4.66,33.5,119.0,12.0,7.46,4.28,1.0,1.0,13.0,1.0,0.0,1.0,9.0,0.0,52.0,579.0,7.0,,,,,,,,,,,,,,13.0,9.0,53.0,0,0,1,False
WhitJo02,jordan-white-1,00-0029642,Jordan White,WR,2012,7,244,NYJ,western michigan,72.0,208.0,4.63,35.0,119.0,14.0,6.84,4.13,0.0,1.0,0.0,0.0,0.0,4.0,56.0,0.0,294.0,4068.0,32.0,,,,,,,,,,,,,,0.0,0.0,3.0,0,0,0,False
WatkSa00,sammy-watkins-1,00-0031325,Sammy Watkins,WR,2014,1,4,BUF,clemson,73.0,211.0,4.43,34.0,126.0,16.0,6.95,4.34,2.0,5.0,61.0,1.0,1.0,52.0,339.0,1.0,240.0,3391.0,27.0,,,,,,,,,,,,,,43.0,20.0,111.0,0,0,6,False
HarrCh03,charles-harris-4,00-0033880,Charles Harris,LB,2017,1,22,MIA,missouri,75.0,253.0,4.82,32.0,109.0,21.0,7.47,4.42,1.0,1.0,6.0,1.0,0.0,20.0,171.0,1.0,197.0,2396.0,13.0,,,,,,,,,,,,,,16.0,4.0,103.0,0,0,2,False
MoorDJ99,dj-moore-1,00-0026907,D.J. Moore,CB,2009,4,119,CHI,vanderbilt,69.0,192.0,4.56,39.5,118.0,17.0,7.01,4.28,3.0,5.0,36.0,0.0,0.0,17.0,125.0,1.0,146.0,2027.0,17.0,,,,,,,,,,,,,,6.0,6.0,47.0,0,0,0,False
MartKe01,keshawn-martin-1,00-0029415,Keshawn Martin,WR,2012,4,121,HOU,michigan st.,71.0,188.0,4.42,39.5,122.0,13.0,6.85,4.13,8.0,9.0,158.0,2.0,0.0,64.0,540.0,3.0,127.0,1714.0,10.0,,,,,,,,,,,,,,7.0,4.0,58.0,0,0,1,False
HarrDw00,dwayne-harris-1,00-0028114,Dwayne Harris,WR,2011,6,176,DAL,east carolina,70.0,203.0,4.53,34.0,111.0,10.0,6.77,4.21,4.0,9.0,153.0,2.0,0.0,86.0,526.0,6.0,268.0,3001.0,20.0,,,,,,,,,,,,,,12.0,6.0,109.0,1,0,0,False
EverGe00,gerald-everett-1,00-0033895,Gerald Everett,TE,2017,2,44,LAR,south alabama,75.0,239.0,4.62,37.5,126.0,22.0,6.99,4.33,1.0,1.0,7.0,1.0,0.0,8.0,7.0,4.0,90.0,1292.0,12.0,,,,,,,,,,,,,,22.0,10.0,124.0,0,0,3,False
JoneZa00,isaiah-jones-2,00-0033891,Zay Jones,WR,2017,2,37,BUF,east carolina,74.0,201.0,4.45,36.5,133.0,15.0,6.79,4.01,3.0,4.0,36.0,1.0,0.0,5.0,18.0,0.0,397.0,4264.0,23.0,,,,,,,,,,,,,,25.0,8.0,123.0,0,0,3,False
BoydTy00,tyler-boyd-1,00-0033009,Tyler Boyd,WR,2016,2,55,CIN,pittsburgh,73.0,197.0,4.58,34.0,119.0,11.0,6.9,4.35,3.0,4.0,96.0,0.0,0.0,63.0,520.0,1.0,254.0,3361.0,21.0,,,,,,,,,,,,,,48.0,46.0,136.0,0,0,5,False
WillMa22,mario-williams-1,00-0023750,Mario Williams,DE,2006,1,1,HOU,north carolina st.,79.0,295.0,4.7,40.5,120.0,35.0,7.19,4.36,1.0,1.0,10.0,0.0,0.0,2.0,12.0,0.0,35.0,380.0,4.0,,,,,,,,,,,,,,79.0,36.0,158.0,4,1,9,False
JoneJa13,jaylon-jones-3,00-0038407,Jaylon Jones,CB,2023,7,221,IND,texas a&m,74.0,200.0,4.57,38.0,122.0,14.0,6.88,4.3,176.0,300.0,1988.0,12.0,6.0,123.0,557.0,5.0,1.0,6.0,0.0,,,,,,,,,,,,,,11.0,11.0,44.0,0,0,2,False
McGuEl00,elijah-mcguire-1,00-0033295,Elijah McGuire,RB,2017,6,188,NYJ,louisiana,70.0,214.0,4.53,36.0,120.0,15.0,7.26,4.56,0.0,3.0,0.0,0.0,0.0,711.0,4312.0,42.0,129.0,1383.0,10.0,,,,,,,,,,,,,,6.0,6.0,24.0,0,0,0,False
McCaCh01,christian-mccaffrey-1,00-0033280,Christian McCaffrey,RB,2017,1,8,CAR,stanford,71.0,202.0,4.48,37.5,121.0,10.0,6.57,4.22,2.0,3.0,39.0,2.0,0.0,632.0,3922.0,21.0,99.0,1206.0,10.0,,,,,,,,,,,,,,86.0,43.0,112.0,4,3,5,False
MillBr03,braxton-miller-1,00-0033069,Braxton Miller,WR,2016,3,85,HOU,ohio st.,73.0,201.0,4.5,35.0,123.0,17.0,6.65,4.07,396.0,667.0,5295.0,52.0,17.0,599.0,3314.0,33.0,26.0,341.0,3.0,,,,,,,,,,,,,,2.0,2.0,21.0,0,0,1,False
SingDe00,devin-singletary-1,00-0035250,Devin Singletary,RB,2019,3,74,BUF,florida atlantic,67.0,203.0,4.66,35.0,117.0,15.0,7.32,4.4,2.0,2.0,15.0,0.0,0.0,714.0,4289.0,66.0,51.0,397.0,1.0,,,,,,,,,,,,,,39.0,28.0,110.0,0,0,5,False
WallTy00,tylan-wallace-1,00-0036630,Tylan Wallace,WR,2021,4,131,BAL,oklahoma st.,71.0,194.0,4.48,33.0,112.0,11.0,6.97,4.25,2.0,2.0,21.0,0.0,0.0,3.0,13.0,1.0,204.0,3396.0,26.0,,,,,,,,,,,,,,3.0,3.0,68.0,0,0,0,False
HarpJa01,jamie-harper-1,00-0028068,Jamie Harper,RB,2011,4,130,TEN,clemson,71.0,233.0,4.53,36.5,120.0,24.0,7.16,4.39,0.0,1.0,0.0,0.0,0.0,311.0,1311.0,12.0,52.0,390.0,3.0,,,,,,,,,,,,,,1.0,1.0,23.0,0,0,0,False
PearRi00,ricky-pearsall-1,00-0039916,Ricky Pearsall,WR,2024,1,31,SFO,florida,73.0,189.0,4.41,42.0,129.0,17.0,6.64,4.05,3.0,3.0,111.0,1.0,0.0,21.0,253.0,5.0,158.0,2425.0,14.0,,,,,,,,,,,,,,8.0,8.0,20.0,0,0,0,False
BellRo01,ronnie-bell-3,00-0038647,Ronnie Bell,WR,2023,7,253,SFO,michigan,72.0,191.0,4.54,38.5,120.0,14.0,6.98,4.15,0.0,1.0,0.0,0.0,0.0,9.0,30.0,1.0,144.0,2258.0,9.0,,,,,,,,,,,,,,1.0,1.0,28.0,0,0,0,False
WescTr00,trevon-wesco-1,00-0035259,Trevon Wesco,TE,2019,4,121,NYJ,west virginia,75.0,267.0,4.89,31.0,117.0,24.0,7.18,4.38,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,28.0,373.0,2.0,,,,,,,,,,,,,,0.0,0.0,69.0,0,0,1,False
SnelBe00,benjamin-snell-jr-1,00-0035217,Benny Snell Jr.,RB,2019,4,122,PIT,kentucky,70.0,224.0,4.66,29.5,119.0,16.0,7.07,4.33,3.0,7.0,59.0,1.0,0.0,736.0,3858.0,48.0,29.0,216.0,0.0,,,,,,,,,,,,,,8.0,8.0,63.0,0,0,0,False
ToneKa00,kadarius-toney-1,00-0036913,Kadarius Toney,WR,2021,1,20,NYG,florida,71.0,193.0,4.39,39.5,136.0,9.0,6.88,4.25,3.0,6.0,82.0,1.0,0.0,66.0,580.0,2.0,120.0,1590.0,12.0,,,,,,,,,,,,,,7.0,3.0,35.0,0,0,0,False
GrayNo00,noah-gray-1,00-0036637,Noah Gray,TE,2021,5,162,KAN,duke,75.0,240.0,4.55,35.0,115.0,15.0,6.83,4.37,1.0,1.0,11.0,0.0,0.0,2.0,3.0,0.0,104.0,941.0,8.0,,,,,,,,,,,,,,11.0,11.0,83.0,0,0,2,False
JoneAa00,aaron-jones-6,00-0033293,Aaron Jones,RB,2017,5,182,GNB,texas-el paso,69.0,208.0,4.56,37.5,127.0,16.0,6.82,4.2,1.0,2.0,3.0,1.0,0.0,658.0,4114.0,33.0,71.0,646.0,7.0,,,,,,,,,,,,,,67.0,55.0,126.0,1,0,7,False
WalkAn01,anthony-walker-1,00-0033570,Anthony Walker,LB,2017,5,161,IND,northwestern,73.0,238.0,4.65,30.5,116.0,23.0,7.23,4.34,0.0,1.0,0.0,0.0,0.0,491.0,3342.0,43.0,73.0,673.0,4.0,,,,,,,,,,,,,,36.0,22.0,101.0,0,0,5,False
GiveCh00,chris-givens-2,00-0029614,Chris Givens,WR,2012,4,96,STL,wake forest,71.0,198.0,4.35,33.5,118.0,19.0,6.97,4.23,0.0,2.0,0.0,0.0,0.0,45.0,238.0,2.0,163.0,2473.0,21.0,,,,,,,,,,,,,,12.0,11.0,60.0,0,0,2,False
CrowJa00,jamison-crowder-1,00-0031941,Jamison Crowder,WR,2015,4,105,WAS,duke,68.0,185.0,4.56,37.0,115.0,10.0,7.17,4.32,2.0,4.0,33.0,1.0,0.0,21.0,135.0,1.0,283.0,3641.0,23.0,,,,,,,,,,,,,,33.0,22.0,123.0,0,0,4,False
HardJu00,justin-hardy-1,00-0031570,Justin Hardy,WR,2015,4,107,ATL,east carolina,70.0,192.0,4.56,36.5,114.0,11.0,6.63,4.21,4.0,10.0,147.0,2.0,0.0,1.0,7.0,1.0,387.0,4541.0,35.0,,,,,,,,,,,,,,8.0,8.0,73.0,0,0,0,False
BellBl00,blake-bell-1,00-0032062,Blake Bell,TE,2015,4,117,SFO,oklahoma,78.0,252.0,4.8,33.0,116.0,14.0,6.85,4.32,150.0,253.0,1763.0,12.0,6.0,181.0,631.0,24.0,16.0,214.0,4.0,,,,,,,,,,,,,,5.0,2.0,117.0,0,0,1,False
SwitRy00,ryan-switzer-1,00-0033562,Ryan Switzer,WR,2017,4,133,DAL,north carolina,68.0,181.0,4.51,32.0,116.0,11.0,6.77,4.0,3.0,5.0,105.0,2.0,0.0,24.0,78.0,0.0,244.0,2907.0,19.0,,,,,,,,,,,,,,3.0,1.0,41.0,0,0,0,False
LippTo00,tony-lippett-1,00-0031594,Tony Lippett,WR,2015,5,156,MIA,michigan st.,74.0,192.0,4.61,36.0,114.0,10.0,6.92,4.13,1.0,2.0,5.0,1.0,0.0,6.0,51.0,1.0,149.0,2247.0,15.0,,,,,,,,,,,,,,6.0,6.0,28.0,0,0,1,False
OlliQa00,oadree-ollison-1,00-0035273,Qadree Ollison,RB,2019,5,152,ATL,pittsburgh,73.0,228.0,4.58,29.5,114.0,19.0,7.53,4.31,0.0,1.0,0.0,0.0,0.0,529.0,2859.0,29.0,50.0,375.0,3.0,,,,,,,,,,,,,,1.0,1.0,24.0,0,0,0,False
BurtMi00,michael-burton-1,00-0031595,Michael Burton,RB,2015,5,168,DET,rutgers,71.0,242.0,4.65,33.0,115.0,25.0,7.2,4.34,1.0,1.0,-2.0,0.0,0.0,22.0,116.0,0.0,47.0,401.0,3.0,,,,,,,,,,,,,,1.0,0.0,147.0,0,0,1,False
FunkJa00,jake-funk-1,00-0036860,Jake Funk,RB,2021,7,233,LAR,maryland,70.0,204.0,4.49,38.0,122.0,22.0,6.71,4.12,1.0,1.0,3.0,0.0,0.0,135.0,963.0,10.0,23.0,134.0,3.0,,,,,,,,,,,,,,0.0,0.0,20.0,0,0,0,False
BrowAn04,antonio-brown-1,00-0027793,Antonio Brown,WR,2010,6,195,PIT,central michigan,70.0,186.0,4.56,33.5,105.0,13.0,6.98,4.18,2.0,5.0,26.0,1.0,0.0,71.0,518.0,4.0,301.0,3176.0,22.0,,,,,,,,,,,,,,92.0,86.0,146.0,7,4,7,False
SmitJa22,jason-smith-3,00-0026979,Jason Smith,T,2009,1,2,STL,baylor,77.0,309.0,5.09,24.0,96.0,33.0,7.53,4.69,0.0,2.0,0.0,0.0,1.0,7.0,37.0,1.0,17.0,263.0,2.0,,,,,,,,,,,,,,10.0,9.0,45.0,0,0,2,False
CurrAa99,aaron-curry-1,00-0026981,Aaron Curry,LB,2009,1,4,SEA,wake forest,74.0,254.0,4.52,37.0,124.0,25.0,7.15,4.51,921.0,1478.0,13166.0,121.0,41.0,286.0,388.0,16.0,1.0,-3.0,0.0,,,,,,,,,,,,,,16.0,12.0,48.0,0,0,3,False
JohnJo10,john-johnson-9,00-0033927,John Johnson,S,2017,3,91,LAR,boston col.,73.0,205.0,4.61,37.0,119.0,14.0,6.72,4.18,2.0,2.0,16.0,1.0,0.0,4.0,13.0,0.0,58.0,662.0,2.0,,,,,,,,,,,,,,29.0,19.0,105.0,0,0,5,False
DickEd00,ed-dickson-1,00-0027675,Ed Dickson,TE,2010,3,70,BAL,oregon,76.0,249.0,4.59,34.0,115.0,23.0,7.32,4.59,0.0,1.0,0.0,0.0,0.0,5.0,28.0,0.0,124.0,1557.0,12.0,,,,,,,,,,,,,,16.0,9.0,134.0,0,0,7,False
ScotDa01,darel-scott-1,00-0028159,Da'Rel Scott,RB,2011,7,221,NYG,maryland,71.0,211.0,4.4,34.0,117.0,19.0,7.15,4.2,2.0,3.0,13.0,2.0,0.0,430.0,2401.0,17.0,48.0,509.0,4.0,,,,,,,,,,,,,,1.0,1.0,20.0,0,0,0,False
QuinTr00,trey-quinn-1,00-0034339,Trey Quinn,WR,2018,7,256,WAS,southern methodist,71.0,203.0,4.55,33.5,116.0,17.0,6.91,4.19,1.0,2.0,34.0,0.0,1.0,3.0,11.0,0.0,136.0,1512.0,13.0,,,,,,,,,,,,,,2.0,2.0,16.0,0,0,0,False
JameRi00,richie-james-1,00-0034286,Richie James,WR,2018,7,240,SFO,middle tenn. st.,70.0,183.0,4.48,35.5,122.0,6.0,6.87,4.16,6.0,8.0,80.0,0.0,0.0,60.0,542.0,5.0,244.0,3261.0,23.0,,,,,,,,,,,,,,13.0,6.0,66.0,0,0,1,False
SamuJa00,jaylen-samuels-1,00-0034331,Jaylen Samuels,TE,2018,5,165,PIT,north carolina st.,71.0,225.0,4.54,34.5,121.0,18.0,6.93,4.28,2.0,3.0,84.0,1.0,0.0,182.0,1107.0,28.0,201.0,1851.0,19.0,,,,,,,,,,,,,,7.0,7.0,45.0,0,0,0,False
BurkRe00,rex-burkhead-1,00-0030288,Rex Burkhead,RB,2013,6,190,CIN,nebraska,70.0,214.0,4.73,39.0,125.0,21.0,6.85,4.09,4.0,7.0,46.0,3.0,0.0,635.0,3332.0,30.0,60.0,507.0,5.0,,,,,,,,,,,,,,21.0,4.0,115.0,0,0,0,False
StacZa00,zac-stacy-1,00-0030536,Zac Stacy,RB,2013,5,160,STL,vanderbilt,68.0,216.0,4.55,33.0,122.0,27.0,6.7,4.17,3.0,10.0,67.0,1.0,2.0,581.0,3143.0,30.0,46.0,415.0,0.0,,,,,,,,,,,,,,11.0,10.0,35.0,0,0,1,False
JoneSa00,sam-jones-1,00-0034405,Sam Jones,G,2018,6,183,DEN,arizona st.,77.0,305.0,5.32,27.0,101.0,28.0,7.92,4.86,1.0,4.0,35.0,1.0,1.0,82.0,545.0,6.0,91.0,900.0,2.0,,,,,,,,,,,,,,0.0,0.0,5.0,0,0,0,False
CainDe00,deon-cain-1,00-0034406,Deon Cain,WR,2018,6,185,IND,clemson,74.0,202.0,4.43,33.5,115.0,11.0,6.71,4.37,1.0,1.0,35.0,0.0,0.0,1.0,-5.0,0.0,130.0,2040.0,20.0,,,,,,,,,,,,,,1.0,0.0,15.0,0,0,0,False
