pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,col_total_tackles,col_tfl,col_sacks,col_ints,col_pass_deflections,col_qb_hurries,col_fg_made,col_fg_attempted,col_xp_made,col_xp_attempted,col_punts,col_punt_yards,career_av,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof
PratMi00,michael-pratt-1,00-0039238,Michael Pratt,QB,2024,7,245,GNB,tulane,75.0,217.0,,36.0,114.0,,7.2,4.23,728.0,1202.0,9603.0,90.0,26.0,448.0,1155.0,28.0,,,,,,,,,,,,,,,,,,,,0,0,0,False
LewiAl20,alex-lewis-1,00-0022816,Alex Lewis,LB,2004,5,140,DET,wisconsin,72.0,227.0,4.78,34.5,121.0,25.0,7.06,4.28,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,7.0,7.0,52.0,0,0,1,False
ClapWi00,william-clapp-1,00-0034436,Will Clapp,C,2018,7,245,NOR,louisiana state,76.0,311.0,5.39,29.0,97.0,25.0,8.04,4.92,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,12.0,4.0,66.0,0,0,1,False
ThomJo05,jordan-thomas-6,00-0034420,Jordan Thomas,TE,2018,6,211,HOU,mississippi st.,77.0,265.0,4.74,27.0,111.0,16.0,7.5,4.75,,,,,,,,,31.0,311.0,4.0,,,,,,,,,,,,,,2.0,2.0,27.0,0,0,1,False
FergJa00,jake-ferguson-1,00-0038041,Jake Ferguson,TE,2022,4,129,DAL,wisconsin,77.0,250.0,4.81,31.5,118.0,15.0,7.03,4.48,,,,,,,,,144.0,1614.0,13.0,,,,,,,,,,,,,,19.0,19.0,64.0,2,0,2,False
BrowAn02,anthony-brown-6,00-0033047,Anthony Brown,CB,2016,6,189,DAL,purdue,71.0,192.0,4.33,35.0,115.0,19.0,7.03,4.19,,,,,,1.0,39.0,0.0,,,,,,,,,,,,,,,,,23.0,23.0,96.0,0,0,4,False
DeanJa00,jamel-dean-1,00-0035699,Jamel Dean,CB,2019,3,94,TAM,auburn,73.0,206.0,4.3,41.0,130.0,16.0,7.02,4.19,,,,,,,,,1.0,23.0,1.0,,,,,,,,,,,,,,27.0,27.0,96.0,0,0,4,False
XimiOs00,oshane-ximines-1,00-0035708,Oshane Ximines,DE,2019,3,95,NYG,old dominion,75.0,253.0,4.78,34.0,118.0,24.0,7.13,4.57,,,,,,,,,2.0,29.0,0.0,,,,,,,,,,,,,,8.0,8.0,50.0,0,0,0,False
WoodMi00,mike-woods-3,00-0037300,Michael Woods II,WR,2022,6,202,CLE,oklahoma,73.0,204.0,4.55,34.5,125.0,,,,,,,,,2.0,4.0,0.0,117.0,1631.0,12.0,,,,,,,,,,,,,,0.0,0.0,15.0,0,0,0,False
SimoJo01,john-simon-2,00-0030442,John Simon,DE,2013,4,129,BAL,ohio st.,73.0,257.0,4.62,,,,,,9.0,9.0,83.0,0.0,0.0,5.0,40.0,0.0,,,,,,,,,,,,,,,,,34.0,1.0,100.0,0,0,4,False
WillRo07,rodarius-williams-1,00-0036570,Rodarius Williams,CB,2021,6,201,NYG,oklahoma st.,71.0,189.0,4.5,36.5,123.0,14.0,6.98,4.15,,,,,,,,,3.0,16.0,0.0,,,,,,,,,,,,,,1.0,1.0,8.0,0,0,0,False
WillVi01,vince-williams-1,00-0030434,Vince Williams,LB,2013,6,206,PIT,florida st.,,,,,,,,,350.0,608.0,4805.0,34.0,23.0,318.0,1226.0,9.0,2.0,-1.0,0.0,,,,,,,,,,,,,,35.0,35.0,121.0,0,0,5,False
HandHa00,harrison-hand-2,00-0036344,Harrison Hand,CB,2020,5,169,MIN,temple,71.0,197.0,4.52,41.0,133.0,14.0,7.15,4.27,,,,,,,,,36.0,470.0,4.0,,,,,,,,,,,,,,2.0,2.0,27.0,0,0,0,False
HenrWi00,willie-henry-1,00-0032409,Willie Henry,DT,2016,4,132,BAL,michigan,75.0,303.0,5.0,30.5,110.0,28.0,7.57,4.53,,,,,,,,,3.0,33.0,0.0,,,,,,,,,,,,,,4.0,4.0,18.0,0,0,0,False
RobiBr01,brian-robinson-jr-1,00-0037746,Brian Robinson Jr.,RB,2022,3,98,WAS,alabama,74.0,225.0,4.53,30.0,119.0,,,,,,,,,545.0,2704.0,29.0,52.0,446.0,2.0,,,,,,,,,,,,,,19.0,16.0,58.0,0,0,3,False
AnaeBr00,bradlee-anae-1,00-0036379,Bradlee Anae,DE,2020,5,179,DAL,utah,75.0,257.0,4.93,31.0,115.0,25.0,7.44,4.43,,,,,,4.0,14.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,11.0,0,0,0,False
MaddAv00,avonte-maddox-1,00-0034377,Avonte Maddox,CB,2018,4,125,PHI,pittsburgh,69.0,180.0,4.39,37.0,125.0,13.0,6.51,4.0,,,,,,2.0,8.0,0.0,,,,,,,,,,,,,,,,,17.0,16.0,95.0,0,0,1,False
AndeSp00,spencer-anderson-1,00-0038645,Spencer Anderson,G,2023,7,251,PIT,maryland,,,,,,,,,765.0,1252.0,9553.0,67.0,40.0,492.0,1960.0,18.0,3.0,9.0,0.0,,,,,,,,,,,,,,6.0,6.0,42.0,0,0,0,False
SmytDu00,durham-smythe-1,00-0034798,Durham Smythe,TE,2018,4,123,MIA,notre dame,77.0,253.0,4.81,31.0,110.0,18.0,7.17,4.23,,,,,,,,,28.0,381.0,6.0,,,,,,,,,,,,,,10.0,10.0,129.0,0,0,5,False
LewaTa00,taylor-lewan-1,00-0031442,Taylor Lewan,T,2014,1,11,TEN,michigan,79.0,309.0,4.87,30.5,117.0,29.0,7.39,4.49,,,,,,0.0,11.0,1.0,,,,,,,,,,,,,,,,,48.0,48.0,105.0,3,0,7,False
McFaLe00,leon-mcfadden-1,00-0030556,Leon McFadden,CB,2013,3,68,CLE,san diego st.,70.0,193.0,4.54,34.5,119.0,10.0,6.81,4.27,,,,,,2.0,5.0,0.0,,,,,,,,,,,,,,,,,2.0,1.0,34.0,0,0,0,False
HousDa00,davon-house-1,00-0028069,Davon House,CB,2011,4,131,GNB,new mexico st.,72.0,200.0,4.44,33.5,109.0,14.0,6.65,4.12,,,,,,1.0,18.0,0.0,,,,,,,,,,,,,,,,,17.0,9.0,87.0,0,0,2,False
DissWi00,will-dissly-1,00-0034159,Will Dissly,TE,2018,4,120,SEA,washington,76.0,262.0,4.87,28.0,111.0,15.0,7.07,4.4,,,,,,,,,24.0,328.0,3.0,,,,,,,,,,,,,,16.0,10.0,96.0,0,0,5,False
WarrKa00,kahale-warring-1,00-0035660,Kahale Warring,TE,2019,3,86,HOU,san diego st.,77.0,252.0,4.67,36.5,122.0,19.0,7.21,4.25,,,,,,,,,51.0,637.0,8.0,,,,,,,,,,,,,,0.0,0.0,9.0,0,0,0,False
BrowZa00,zach-brown-2,00-0029566,Zach Brown,LB,2012,2,52,TEN,north carolina,73.0,244.0,4.44,33.5,116.0,,,,,,,,,322.0,1488.0,16.0,45.0,289.0,0.0,,,,,,,,,,,,,,41.0,16.0,100.0,1,0,5,False
SmitMa03,marcus-smith-6,00-0031371,Marcus Smith,LB,2014,1,26,PHI,louisville,75.0,251.0,4.66,35.0,121.0,23.0,7.48,4.47,,,,,,,,,7.0,99.0,0.0,,,,,,,,,,,,,,4.0,3.0,53.0,0,0,0,False
WillD.00,dj-williams-1,00-0028079,D.J. Williams,TE,2011,5,141,GNB,arkansas,74.0,245.0,4.59,33.5,111.0,20.0,7.29,4.51,,,,,,,,,149.0,1831.0,10.0,,,,,,,,,,,,,,4.0,3.0,35.0,0,0,0,False
SmitTe00,terrelle-smith-1,00-0019587,Terrelle Smith,RB,2000,4,96,NOR,arizona st.,72.0,249.0,5.0,32.5,109.0,19.0,8.38,4.85,,,,,,,,,2.0,8.0,0.0,,,,,,,,,,,,,,3.0,2.0,146.0,0,0,8,False
NeilCh00,chris-neild-1,00-0028191,Chris Neild,DT,2011,7,253,WAS,west virginia,74.0,319.0,5.06,29.0,106.0,30.0,7.56,4.46,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,2.0,2.0,24.0,0,0,0,False
HennMa00,matt-hennessy-1,00-0036295,Matt Hennessy,C,2020,3,78,ATL,temple,76.0,307.0,5.18,30.0,110.0,23.0,7.45,4.6,,,,,,1.0,-3.0,0.0,,,,,,,,,,,,,,,,,11.0,10.0,64.0,0,0,1,False
ClauJi00,jimmy-clausen-1,00-0027659,Jimmy Clausen,QB,2010,2,48,CAR,notre dame,75.0,222.0,4.76,,,,,,695.0,1110.0,8148.0,60.0,27.0,175.0,-355.0,5.0,,,,,,,,,,,,,,,,,3.0,0.0,21.0,0,0,1,False
LegeXa00,xavier-legette-1,00-0039342,Xavier Legette,WR,2024,1,32,CAR,south carolina,73.0,221.0,4.39,40.0,126.0,,,,,,,,,16.0,12.0,0.0,113.0,1678.0,12.0,,,,,,,,,,,,,,8.0,8.0,31.0,0,0,1,False
JoseLi99,linval-joseph-1,00-0027885,Linval Joseph,DT,2010,2,46,NYG,east carolina,76.0,328.0,5.09,30.0,100.0,39.0,8.12,4.71,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,70.0,16.0,203.0,2,0,11,False
ColeKe02,keon-coleman-1,00-0039901,Keon Coleman,WR,2024,2,33,BUF,florida st.,75.0,213.0,4.61,38.0,127.0,,,,,,,,,1.0,2.0,0.0,115.0,1506.0,19.0,,,,,,,,,,,,,,11.0,11.0,26.0,0,0,1,False
VaugKe00,keshawn-vaughn-1,00-0036450,Ke'Shawn Vaughn,RB,2020,3,76,TAM,illinois,70.0,214.0,4.51,32.0,117.0,,,,,,,,,572.0,3296.0,30.0,66.0,648.0,3.0,,,,,,,,,,,,,,2.0,2.0,46.0,0,0,0,False
RobiGr01,greg-robinson-3,00-0031386,Greg Robinson,T,2014,1,2,STL,auburn,77.0,332.0,4.92,28.5,113.0,32.0,7.8,4.86,,,,,,,,,135.0,2071.0,12.0,,,,,,,,,,,,,,24.0,13.0,83.0,0,0,5,False
JackTa02,tarron-jackson-1,00-0036921,Tarron Jackson,DE,2021,6,191,PHI,coastal carolina,74.0,254.0,4.68,29.0,118.0,25.0,7.45,4.51,,,,,,,,,62.0,949.0,6.0,,,,,,,,,,,,,,1.0,1.0,24.0,0,0,0,False
WhitRa01,rachaad-white-1,00-0037256,Rachaad White,RB,2022,3,91,TAM,arizona st.,72.0,214.0,4.48,38.0,125.0,,,,,,,,,224.0,1426.0,20.0,51.0,607.0,2.0,,,,,,,,,,,,,,26.0,26.0,67.0,0,0,2,False
AyerAk00,akeem-ayers-1,00-0027977,Akeem Ayers,LB,2011,2,39,TEN,ucla,74.0,254.0,4.81,31.0,116.0,18.0,7.49,4.28,,,,,,1.0,7.0,0.0,,,,,,,,,,,,,,,,,28.0,17.0,97.0,0,0,4,False
PoyeJo00,jordan-poyer-1,00-0030114,Jordan Poyer,CB,2013,7,218,PHI,oregon st.,72.0,191.0,4.54,30.5,118.0,8.0,6.87,4.18,,,,,,,,,1.0,23.0,0.0,,,,,,,,,,,,,,57.0,0.0,181.0,1,1,8,False
SmitMa01,marcus-smith-4,00-0026246,Marcus Smith,WR,2008,4,106,BAL,new mexico,73.0,221.0,4.51,26.5,111.0,20.0,7.1,4.42,,,,,,,,,7.0,99.0,0.0,,,,,,,,,,,,,,0.0,0.0,21.0,0,0,0,False
GragCh00,chris-gragg-1,00-0030049,Chris Gragg,TE,2013,7,222,BUF,arkansas,75.0,244.0,4.5,37.5,125.0,18.0,7.08,4.51,,,,,,,,,72.0,1003.0,7.0,,,,,,,,,,,,,,1.0,1.0,32.0,0,0,0,False
HermEr00,eric-herman-1,00-0030452,Eric Herman,G,2013,7,225,NYG,ohio,76.0,320.0,5.25,28.0,95.0,36.0,7.99,5.09,,,,,,2.0,15.0,0.0,10.0,59.0,0.0,,,,,,,,,,,,,,,,,0,0,0,False
GrahJa02,jalen-graham-1,00-0038648,Jalen Graham,S,2023,7,255,SFO,purdue,74.0,220.0,4.64,30.5,112.0,,,,,,,,,15.0,60.0,1.0,2.0,15.0,0.0,,,,,,,,,,,,,,0.0,0.0,15.0,0,0,0,False
CoalDa00,danny-coale-1,00-0029633,Danny Coale,WR,2012,5,152,DAL,virginia tech,72.0,201.0,4.42,35.0,115.0,12.0,6.69,4.15,,,,,,13.0,45.0,0.0,165.0,2658.0,8.0,,,,,,,,,,,,,,,,,0,0,0,False
MeltBo00,bo-melton-1,00-0037091,Bo Melton,WR,2022,7,229,SEA,rutgers,71.0,189.0,4.34,38.0,121.0,,6.98,,,,,,,25.0,165.0,2.0,163.0,2012.0,11.0,,,,,,,,,,,,,,5.0,,38.0,0,0,0,False
OlivEd00,ed-oliver-2,00-0035230,Ed Oliver,DT,2019,1,9,BUF,houston,74.0,287.0,,36.0,120.0,32.0,,,,,,,,1.0,1.0,1.0,1.0,13.0,0.0,,,,,,,,,,,,,,43.0,43.0,95.0,0,0,5,False
MoeaTo00,tony-moeaki-1,00-0027695,Tony Moeaki,TE,2010,3,93,KAN,iowa,75.0,245.0,4.69,34.0,113.0,18.0,7.1,4.42,,,,,,,,,76.0,953.0,11.0,,,,,,,,,,,,,,10.0,9.0,49.0,0,0,2,False
AlleJe01,jeff-allen-2,00-0029524,Jeff Allen,T,2012,2,44,KAN,illinois,76.0,307.0,5.17,27.5,102.0,26.0,8.01,4.9,,,,,,,,,1.0,2.0,0.0,,,,,,,,,,,,,,27.0,19.0,84.0,0,0,4,False
SchuDa00,dalton-schultz-1,00-0034383,Dalton Schultz,TE,2018,4,137,DAL,stanford,77.0,244.0,4.75,32.0,120.0,15.0,7.0,4.4,,,,,,,,,55.0,555.0,5.0,,,,,,,,,,,,,,30.0,18.0,124.0,0,0,4,False
HaynMa01,marquis-haynes-1,00-0034382,Marquis Haynes,LB,2018,4,136,CAR,mississippi,75.0,235.0,4.67,32.0,123.0,23.0,7.14,4.45,,,,,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,7.0,7.0,73.0,0,0,0,False
BurtBr00,brandon-burton-1,00-0028077,Brandon Burton,CB,2011,5,139,MIN,southern utah,72.0,190.0,4.5,32.0,118.0,18.0,6.93,4.07,,,,,,,,,14.0,180.0,1.0,,,,,,,,,,,,,,1.0,1.0,19.0,0,0,0,False
SchoJo00,joe-schobert-1,00-0033125,Joe Schobert,LB,2016,4,99,CLE,wisconsin,73.0,244.0,4.76,33.5,111.0,22.0,7.11,4.3,,,,,,1.0,57.0,0.0,,,,,,,,,,,,,,,,,37.0,25.0,99.0,1,0,5,False
ScotJa02,jaleel-scott-1,00-0034267,Jaleel Scott,WR,2018,4,132,BAL,new mexico st.,77.0,218.0,4.56,34.5,124.0,16.0,7.2,4.4,,,,,,,,,99.0,1362.0,14.0,,,,,,,,,,,,,,0.0,0.0,4.0,0,0,0,False
JeffJu00,justin-jefferson-1,00-0036322,Justin Jefferson,WR,2020,1,22,MIN,louisiana state,73.0,202.0,4.43,37.5,126.0,,,,,,,,,6.0,30.0,0.0,165.0,2414.0,24.0,,,,,,,,,,,,,,65.0,65.0,94.0,4,2,5,False
RenfSe00,sean-renfree-1,00-0030569,Sean Renfree,QB,2013,7,249,ATL,duke,75.0,219.0,4.76,,,,,,898.0,1389.0,9465.0,51.0,40.0,153.0,-167.0,9.0,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0,0,0,False
McLaTe00,terry-mclaurin-1,00-0035659,Terry McLaurin,WR,2019,3,76,WAS,ohio st.,72.0,208.0,4.35,37.5,125.0,18.0,7.01,4.15,,,,,,,,,75.0,1251.0,19.0,,,,,,,,,,,,,,51.0,51.0,107.0,2,0,6,False
WrigJa04,jaylen-wright-1,00-0039874,Jaylen Wright,RB,2024,4,120,MIA,tennessee,71.0,210.0,4.38,38.0,134.0,,,,,,,,,368.0,2297.0,18.0,30.0,171.0,0.0,,,,,,,,,,,,,,4.0,4.0,25.0,0,0,0,False
SimmJu00,justin-simmons-1,00-0032971,Justin Simmons,S,2016,3,98,DEN,boston col.,74.0,202.0,4.61,40.0,126.0,16.0,6.58,3.85,,,,,,,,,1.0,3.0,0.0,,,,,,,,,,,,,,60.0,56.0,134.0,2,0,8,False
WillMa06,marcus-williams-9,00-0033894,Marcus Williams,S,2017,2,42,NOR,utah,73.0,202.0,4.56,43.5,129.0,14.0,6.85,4.2,,,,,,,,,5.0,28.0,0.0,,,,,,,,,,,,,,32.0,24.0,111.0,0,0,8,False
TuckTr00,tre-tucker-1,00-0038563,Tre Tucker,WR,2023,3,100,LVR,cincinnati,69.0,182.0,4.4,37.5,124.0,,,,,,,,,15.0,138.0,0.0,111.0,1426.0,8.0,,,,,,,,,,,,,,13.0,13.0,50.0,0,0,1,False
MillJo04,john-miller-1,00-0032149,John Miller,G,2015,3,81,BUF,louisville,74.0,303.0,5.33,27.0,104.0,29.0,8.2,4.75,,,,,,6.0,29.0,1.0,,,,,,,,,,,,,,,,,31.0,19.0,87.0,0,0,5,False
SmitIr01,irv-smith-jr-1,00-0034970,Irv Smith Jr.,TE,2019,2,50,MIN,alabama,74.0,242.0,4.63,32.5,110.0,19.0,7.32,4.33,,,,,,,,,58.0,838.0,10.0,,,,,,,,,,,,,,9.0,8.0,54.0,0,0,0,False
SalaGr00,greg-salas-1,00-0028050,Greg Salas,WR,2011,4,112,STL,hawaii,73.0,210.0,4.53,37.0,120.0,15.0,6.65,4.1,,,,,,,,,285.0,4345.0,26.0,,,,,,,,,,,,,,4.0,1.0,29.0,0,0,0,False
HiggEl00,elijah-higgins-1,00-0039041,Elijah Higgins,WR,2023,6,197,MIA,stanford,75.0,235.0,4.54,35.0,126.0,,7.01,,,,,,,4.0,48.0,0.0,118.0,1382.0,6.0,,,,,,,,,,,,,,6.0,,45.0,0,0,0,False
CoatSa00,sammie-coates-1,00-0032166,Sammie Coates,WR,2015,3,87,PIT,auburn,73.0,212.0,4.43,41.0,131.0,23.0,6.98,4.06,,,,,,,,,82.0,1757.0,13.0,,,,,,,,,,,,,,4.0,4.0,44.0,0,0,0,False
RobiAl00,aldrick-robinson-1,00-0028116,Aldrick Robinson,WR,2011,6,178,WAS,southern methodist,70.0,184.0,4.35,40.0,126.0,17.0,6.65,4.09,,,,,,,,,181.0,3314.0,30.0,,,,,,,,,,,,,,12.0,5.0,82.0,0,0,0,False
IngrMe00,melvin-ingram-1,00-0029249,Melvin Ingram,DE,2012,1,18,SDG,south carolina,73.0,264.0,4.69,34.5,109.0,28.0,6.83,4.18,,,,,,2.0,87.0,1.0,,,,,,,,,,,,,,,,,57.0,52.0,148.0,3,0,6,False
WalkKe00,kenneth-walker-iii-1,00-0038134,Kenneth Walker III,RB,2022,2,41,SEA,michigan st.,69.0,211.0,4.38,34.0,122.0,,,,,,,,,480.0,2794.0,35.0,19.0,136.0,1.0,,,,,,,,,,,,,,28.0,28.0,58.0,0,0,3,False
DaviTy03,tyrion-davis-price-1,00-0037827,Tyrion Davis-Price,RB,2022,3,93,SFO,louisiana state,72.0,211.0,4.48,30.0,117.0,,,,,,,,,379.0,1744.0,15.0,28.0,185.0,0.0,,,,,,,,,,,,,,1.0,1.0,8.0,0,0,0,False
NelsSt01,steven-nelson-1,00-0032150,Steven Nelson,CB,2015,3,98,KAN,oregon st.,70.0,197.0,4.49,34.5,115.0,19.0,6.88,4.07,,,,,,,,,41.0,311.0,0.0,,,,,,,,,,,,,,36.0,11.0,130.0,0,0,7,False
AsiaIs00,isaac-asiata-1,00-0033465,Isaac Asiata,G,2017,5,164,MIA,utah,75.0,323.0,5.34,25.5,102.0,35.0,7.83,4.93,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0,0,0,False
McDoCo00,cole-mcdonald-1,,Cole McDonald,QB,2020,7,224,TEN,hawaii,75.0,215.0,4.58,36.0,121.0,,7.13,4.52,616.0,1004.0,8035.0,70.0,24.0,253.0,861.0,12.0,,,,,,,,,,,,,,,,,,,,0,0,0,False
RobiWa01,wandale-robinson-1,00-0038117,Wan'Dale Robinson,WR,2022,2,43,NYG,kentucky,68.0,178.0,4.44,34.5,118.0,,,,,,,,,141.0,691.0,4.0,195.0,2248.0,10.0,,,,,,,,,,,,,,20.0,20.0,54.0,0,0,0,False
WebbJo00,joe-webb-2,00-0027796,Joe Webb,WR,2010,6,199,MIN,ala-birmingham,,,,,,,,,468.0,792.0,5771.0,37.0,25.0,516.0,2774.0,24.0,32.0,471.0,4.0,,,,,,,,,,,,,,4.0,4.0,104.0,0,0,0,False
JoneBe01,ben-jones-3,00-0029413,Ben Jones,C,2012,4,99,HOU,georgia,75.0,303.0,5.35,30.5,105.0,29.0,7.95,4.74,,,,,,,,,1.0,7.0,0.0,,,,,,,,,,,,,,58.0,16.0,172.0,1,0,10,False
JoneJo06,josh-jones-3,00-0033903,Josh Jones,S,2017,2,61,GNB,north carolina st.,73.0,220.0,4.41,37.5,132.0,20.0,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,11.0,5.0,70.0,0,0,1,False
GandAn00,antonio-gandy-golden-1,00-0036340,Antonio Gandy-Golden,WR,2020,4,142,WAS,liberty,76.0,223.0,4.6,36.0,127.0,22.0,7.33,4.55,,,,,,,,,164.0,2672.0,22.0,,,,,,,,,,,,,,0.0,0.0,10.0,0,0,0,False
SpriJe00,jeremy-sprinkle-1,00-0033528,Jeremy Sprinkle,TE,2017,5,154,WAS,arkansas,77.0,252.0,4.69,29.0,116.0,,,,,,,,,2.0,5.0,0.0,71.0,921.0,11.0,,,,,,,,,,,,,,2.0,2.0,76.0,0,0,2,False
DaviCa03,carlos-davis-3,00-0036352,Carlos Davis,DT,2020,7,232,PIT,nebraska,74.0,313.0,4.82,,,27.0,,4.52,,,,,,63.0,272.0,2.0,6.0,43.0,0.0,,,,,,,,,,,,,,1.0,1.0,12.0,0,0,0,False
BradNi00,nigel-bradham-1,00-0029272,Nigel Bradham,LB,2012,4,105,BUF,florida st.,74.0,241.0,4.56,37.0,121.0,24.0,7.18,4.37,,,,,,1.0,2.0,0.0,,,,,,,,,,,,,,,,,44.0,16.0,116.0,0,0,7,False
TaylKe03,keith-taylor-3,00-0036561,Keith Taylor,CB,2021,5,166,CAR,washington,74.0,187.0,4.54,33.5,127.0,12.0,6.85,4.26,,,,,,,,,25.0,234.0,2.0,,,,,,,,,,,,,,5.0,4.0,47.0,0,0,0,False
McBrTr01,trey-mcbride-1,00-0037744,Trey McBride,TE,2022,2,55,ARI,colorado st.,76.0,246.0,,33.0,117.0,18.0,,,,,,,,3.0,72.0,1.0,164.0,2098.0,10.0,,,,,,,,,,,,,,29.0,29.0,66.0,2,1,3,False
ToonNi00,nick-toon-1,00-0029667,Nick Toon,WR,2012,4,122,NOR,wisconsin,74.0,215.0,4.49,37.5,,18.0,,,,,,,,6.0,34.0,0.0,171.0,2447.0,18.0,,,,,,,,,,,,,,3.0,3.0,17.0,0,0,0,False
AlleZa01,zach-allen-5,00-0035248,Zach Allen,DE,2019,3,65,ARI,boston col.,76.0,281.0,5.0,32.0,112.0,24.0,7.34,4.36,,,,,,2.0,12.0,0.0,,,,,,,,,,,,,,,,,52.0,14.0,95.0,1,1,5,False
ConlCh00,chris-conley-1,00-0032128,Chris Conley,WR,2015,3,76,KAN,georgia,74.0,213.0,4.35,45.0,139.0,18.0,7.06,4.3,,,,,,,,,117.0,1938.0,20.0,,,,,,,,,,,,,,23.0,11.0,132.0,0,0,3,False
MitcCh01,charles-mitchell-1,00-0029423,Charles Mitchell,CB,2012,6,192,ATL,mississippi st.,71.0,202.0,4.56,37.0,127.0,19.0,6.93,4.22,,,,,,,,,24.0,239.0,2.0,,,,,,,,,,,,,,1.0,1.0,10.0,0,0,0,False
ClevEz00,ezra-cleveland-1,00-0036327,Ezra Cleveland,T,2020,2,58,MIN,boise st.,78.0,311.0,4.93,30.0,111.0,30.0,7.26,4.46,,,,,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,33.0,17.0,93.0,0,0,4,False
SimpJo00,john-simpson-3,00-0036369,John Simpson,G,2020,4,109,LVR,clemson,76.0,321.0,5.24,30.0,107.0,34.0,8.03,4.87,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,28.0,9.0,86.0,0,0,3,False
RaimBe00,bernhard-raimann-1,00-0037757,Bernhard Raimann,G,2022,3,77,IND,central michigan,78.0,303.0,5.05,30.5,117.0,30.0,7.46,4.49,,,,,,,,,20.0,164.0,0.0,,,,,,,,,,,,,,25.0,25.0,61.0,0,0,3,False
HodgIs00,isaiah-hodgins-1,00-0036165,Isaiah Hodgins,WR,2020,6,207,BUF,oregon st.,76.0,210.0,4.61,36.5,124.0,9.0,7.01,4.12,,,,,,,,,176.0,2322.0,20.0,,,,,,,,,,,,,,6.0,0.0,38.0,0,0,1,False
PhilJo01,jordan-phillips-1,00-0031557,Jordan Phillips,DT,2015,2,52,MIA,oklahoma,77.0,329.0,5.17,30.0,105.0,28.0,7.88,4.68,,,,,,5.0,37.0,0.0,,,,,,,,,,,,,,,,,32.0,9.0,140.0,0,0,5,False
AllgTy00,tyler-allgeier-1,00-0037263,Tyler Allgeier,RB,2022,5,151,ATL,byu,71.0,224.0,4.6,33.0,120.0,,,,,,,,,452.0,2905.0,36.0,46.0,437.0,1.0,,,,,,,,,,,,,,20.0,20.0,67.0,0,0,0,False
SewePe00,penei-sewell-1,00-0036880,Penei Sewell,G,2021,1,7,DET,oregon,76.0,331.0,5.13,28.0,109.0,30.0,7.76,4.68,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,64.0,64.0,83.0,4,3,4,False
ContCh00,chris-conte-1,00-0028031,Chris Conte,CB,2011,3,93,CHI,california,74.0,197.0,4.52,35.5,127.0,18.0,7.01,4.19,,,,,,,,,117.0,1938.0,20.0,,,,,,,,,,,,,,28.0,17.0,104.0,0,0,7,False
MixoJo00,joe-mixon-1,00-0033897,Joe Mixon,RB,2017,2,48,CIN,oklahoma,,,,,,,,,1.0,1.0,26.0,1.0,0.0,300.0,2027.0,17.0,65.0,894.0,9.0,,,,,,,,,,,,,,56.0,49.0,111.0,2,0,6,False
SambTy00,ty-sambrailo-1,00-0032147,Ty Sambrailo,T,2015,2,59,DEN,colorado st.,78.0,311.0,5.36,29.0,97.0,23.0,7.54,4.58,,,,,,1.0,11.0,0.0,,,,,,,,,,,,,,,,,14.0,4.0,71.0,0,0,0,False
PatmDe00,dezmon-patmon-1,00-0036228,Dezmon Patmon,WR,2020,6,212,IND,washington st.,76.0,225.0,4.48,36.0,132.0,15.0,7.28,4.38,,,,,,,,,156.0,1976.0,13.0,,,,,,,,,,,,,,0.0,0.0,10.0,0,0,0,False
GrayGa00,garrett-grayson-1,00-0032148,Garrett Grayson,QB,2015,3,75,NOR,colorado st.,74.0,213.0,4.75,,,,,,688.0,1113.0,9190.0,64.0,27.0,212.0,279.0,4.0,3.0,31.0,1.0,,,,,,,,,,,,,,,,,0,0,0,False
WalkDe01,devontez-walker-1,00-0039792,Devontez Walker,WR,2024,4,113,BAL,north carolina,74.0,193.0,4.36,40.5,134.0,,,,,,,,,6.0,52.0,1.0,104.0,1744.0,19.0,,,,,,,,,,,,,,1.0,1.0,21.0,0,0,0,False
CookJa01,james-cook-2,00-0037248,James Cook,RB,2022,2,63,BUF,georgia,71.0,199.0,4.42,33.0,124.0,,,,,,,,,230.0,1503.0,14.0,67.0,730.0,6.0,,,,,,,,,,,,,,43.0,43.0,66.0,3,0,2,False
