pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats,pick_value,is_early_pick,is_day_3_pick,missing_age,speed_score,burst_score,agility_score,bmi,height_in_z,weight_lbs_z,forty_yard_z,vertical_jump_z,broad_jump_z,bench_reps_z,cone_drill_z,shuttle_z,speed_score_z,burst_score_z,agility_score_z,bmi_z,is_QB,is_WR,is_TE,dominator_rating,yards_per_reception,rec_td_rate,rec_yards_flag,completion_pct,yards_per_attempt,td_int_ratio,pass_yards_flag
MoorDe02,denarius-moore-1,00-0028086,Denarius Moore,WR,2011,5,148,OAK,tennessee,72.0,194.0,4.43,36.0,118.0,13.0,6.78,4.15,,,,,,37.0,2382.0,1.0,14114047.0,212271540981.0,279.0,15.0,15.0,57.0,0,0,3,False,skill_pass,False,False,False,False,19.27,0,1,True,100.74345030996156,77.0,5.465,26.308256172839506,-0.8239222488023566,-1.0199495201326834,-0.9411889572379735,0.45867138347680864,0.014759808461828759,-0.9049055366124238,-1.0702987952696714,-0.6534347456421347,0.25935730856857553,0.16511729001288614,-1.0023654884062718,-0.8655127076003108,0,1,0,0.9999999887785241,15039.73601483685,1.9767540805270096e-05,False,,,,True
MoorCh00,chris-moore-4,00-0032398,Chris Moore,WR,2016,4,107,BAL,cincinnati,73.0,206.0,4.53,37.0,130.0,10.0,6.76,4.2,,,,,,22.0,1610.0,0.0,4453040.0,113645673870.0,2987.0,14.0,4.0,125.0,0,0,0,False,skill_pass,False,False,False,False,35.45,0,0,True,97.837288497752,83.5,5.48,27.175455057234004,-0.4259983182696639,-0.5457160282632184,-0.42758636273274997,0.7366104007798674,1.6678583561865872,-1.481136605212346,-1.1568838602325402,-0.3459085079008143,0.024403142101413335,1.445954748367766,-0.9171545188736178,-0.443339580707367,0,1,0,0.9999999858331609,25520.919163088587,0.0006707777158974543,False,,,,True
ReedDa00,david-reed-1,00-0027755,David Reed,WR,2010,5,156,BAL,utah,72.0,191.0,4.56,37.0,114.0,15.0,6.95,4.38,,,,,,14.0,154.0,10.0,2581.0,4271188.0,65.0,2.0,2.0,36.0,0,0,0,False,skill_pass,False,False,False,False,16.68,0,1,True,88.34947888883302,75.5,5.665,25.901427469135804,-0.8239222488023566,-1.1385078931000496,-0.273505584381187,0.7366104007798674,-0.5362730407797573,-0.5207514908791422,-0.33432574308530455,0.7611859479679413,-0.742656829885427,-0.1304605849920861,0.1337807720290732,-1.063566636223982,0,1,0,0.9999639457575629,1654.8578070515305,0.025184037194885704,False,,,,True
McCoAn00,anthony-mccoy-1,00-0027783,Anthony McCoy,TE,2010,6,185,SEA,southern california,76.0,259.0,4.71,35.5,113.0,19.0,6.99,4.57,,,,,,1.0,232.0,0.0,22222.0,18256457.0,111.0,4.0,4.0,41.0,0,0,1,False,skill_pass,False,False,False,False,8.86,0,1,True,105.25582296700183,74.25,5.78,31.523026315789473,0.7677734733284143,1.5488152274935856,0.4968983073766459,0.31970187482527923,-0.6740312530901539,0.24755660058742088,-0.1611556131595709,1.9297856513849654,0.624168638746381,-0.37677548082956297,0.7870648717793972,1.673161934277631,0,0,1,0.9999872923288554,821.5487804878048,0.004995049950499505,False,,,,True
StanRi00,ricky-stanzi-1,00-0028073,Ricky Stanzi,QB,2011,5,135,KAN,iowa,76.0,223.0,4.87,32.5,110.0,,6.95,4.43,150171221.0,4254304345.0,195624173004.0,141725.0,19156.0,1565548.0,,2.0,1.0,-1.0,0.0,,,,0,0,0,False,skill_pass,True,True,False,False,23.87,0,1,True,79.29010881337744,71.25,5.6899999999999995,27.14144736842105,0.7677734733284143,0.12611475188519045,1.3186624585849998,-0.5141151770838972,-1.0873058900213435,,-0.33432574308530455,1.0687121857092616,-1.4750787947786639,-0.9679312308395074,0.2757990545834882,-0.4598953357745461,1,0,0,,,,False,0.03529865492027934,45.98264654805744,7.398465232825225,False
VannNi00,nick-vannett-1,00-0032394,Nick Vannett,TE,2016,3,94,SEA,ohio st.,78.0,257.0,4.76,30.5,111.0,17.0,7.05,4.2,,,,,,1.0,-1.0,0.0,981919.0,12380220162.0,150.0,7.0,4.0,121.0,0,0,3,False,skill_pass,False,False,False,False,41.61,0,0,True,100.12333524361698,70.75,5.625,29.696088099934254,1.5636213343937997,1.469776312182008,0.7536996046292553,-1.0699932116900148,-0.949547677710947,-0.13659744514586067,0.09859958172902764,-0.3459085079008143,0.2092229292939593,-1.0664571891744983,-0.0934484800579958,0.7837647808595359,0,0,1,1.0,12608.188824129078,0.00015276209137413574,False,,,,True
KessCo00,cody-kessler-1,00-0033104,Cody Kessler,QB,2016,3,93,CLE,southern california,73.0,220.0,4.89,29.5,104.0,,7.32,4.0,2236315298.0,2361452446.0,9296838263536.0,203929.0,757.0,425561.0,,124.0,,,,5.0,3.0,17.0,0,0,1,False,skill_pass,False,True,False,False,42.1,0,0,True,76.95152660067525,66.75,5.66,29.022330643647965,-0.4259983182696639,0.007556378917824189,1.4213829774860418,-1.3479322289930735,-1.9138551638837227,,1.2674979587277306,-1.5760134588661012,-1.664145911479444,-1.854664855854424,0.1053771155181902,0.45576356083210917,1,0,0,,,,True,0.9470083980679067,3936.9152994309334,269.3910171730515,False
MitcMa01,malcolm-mitchell-2,00-0032400,Malcolm Mitchell,WR,2016,4,112,NWE,georgia,72.0,198.0,4.45,36.0,129.0,15.0,6.94,4.34,,,,,,45.0,3817.0,0.0,45403158.0,665572248865.0,4435.0,4.0,4.0,14.0,0,0,0,False,skill_pass,False,False,False,False,33.22,0,0,True,100.98459823900774,82.5,5.640000000000001,26.850694444444443,-0.8239222488023566,-0.8618716895095284,-0.8384684383369269,0.45867138347680864,1.5301001438761905,-0.5207514908791422,-0.377618275566737,0.5151649577748839,0.2788533704968167,1.2489028316977844,-0.008237510525341774,-0.6014408027687493,0,1,0,0.9999999942650855,14659.16200950163,9.768043007052505e-05,False,,,,True
ClayCh00,charles-clay-1,00-0028112,Charles Clay,TE,2011,6,174,MIA,tulsa,75.0,245.0,4.69,33.5,118.0,18.0,7.07,4.15,,,,,,57256334.0,304145236226.0,1270.0,69383943.0,1024464530526.0,7957.0,29.0,13.0,127.0,0,0,9,False,skill_pass,False,False,False,False,11.54,0,1,True,101.27557303291522,75.75,5.61,30.619555555555557,0.3698495427957216,0.995542820312543,0.394177788475604,-0.23617615978083836,0.014759808461828759,0.05547957772078011,0.18518464669189638,-0.6534347456421347,0.3023777798666817,-0.08119760582459072,-0.17865944959064478,1.2333307920009475,0,0,1,0.7710800839816706,14765.152947937824,0.00011468071222184649,False,,,,True
McElGr00,greg-mcelroy-1,00-0028146,Greg McElroy,QB,2011,7,208,NYJ,alabama,74.0,220.0,4.84,33.0,107.0,,7.11,4.45,88198222.0,911325313.0,7312325082987.0,111720.0,145.0,5460.0,,11.0,,,,1.0,1.0,2.0,0,0,0,False,skill_pass,False,True,False,False,4.41,0,1,True,80.18095597354794,70.0,5.78,28.243243243243242,-0.028074387736971164,0.007556378917824189,1.1645816802334323,-0.37514566843236774,-1.500580526952533,,0.35835477661763,1.191722680805793,-1.4030565656350087,-1.2142461266769844,0.7870648717793972,0.07648520857568179,1,0,0,,,,True,0.09678017360195941,8023.8362510918205,770.4827586206897,False
PaulNi00,niles-paul-1,00-0028093,Niles Paul,WR,2011,5,155,WAS,nebraska,73.0,224.0,4.45,34.5,117.0,24.0,6.9,4.14,,,,,,135.0,-64814.0,10.0,1234039.0,6214796516.0,41.0,7.0,6.0,88.0,0,0,1,False,skill_pass,False,False,False,False,16.99,0,1,True,114.24520204817037,75.75,5.52,29.550009382623383,-0.4259983182696639,0.1656342095409792,-0.8384684383369269,0.04176285752222043,-0.12299840384856776,1.2079417149206249,-0.5507884054924707,-0.7149399931904031,1.350932048890935,-0.08119760582459072,-0.6899252667865539,0.7126501727005309,0,1,0,1.0,5036.142711859187,3.3224233593913966e-05,False,,,,True
YateT.00,tj-yates-1,00-0028090,T.J. Yates,QB,2011,5,152,HOU,north carolina,75.0,219.0,5.06,29.5,104.0,,6.96,4.12,21881214282.0,365135355422.0,2655116821363418.0,14111419.0,184159.0,73244479.0,,2113.0,,,,6.0,6.0,22.0,0,0,0,False,skill_pass,False,True,False,False,17.95,0,1,True,66.81470313720583,66.75,5.54,27.37013333333333,0.3698495427957216,-0.03196307873796456,2.2945073881449165,-1.3479322289930735,-1.9138551638837227,,-0.2910332106038721,-0.8379504882869291,-2.483676640112007,-1.854664855854424,-0.5763106407430167,-0.34856554670204526,1,0,0,,,,True,0.05992630940028006,7271.596086045419,76.62627946502751,False
ShepSt00,sterling-shepard-1,00-0032385,Sterling Shepard,WR,2016,2,40,NYG,oklahoma,70.0,194.0,4.48,41.0,123.0,20.0,7.0,4.35,,,,,,2681.0,1944415.0,100.0,45515186.0,6216039701288.0,37511.0,32.0,26.0,117.0,0,0,5,False,skill_pass,False,False,False,False,72.44,0,0,True,96.32070875823221,82.0,5.675,27.833061224489796,-1.619770109867742,-1.0199495201326834,-0.6843876599853594,1.8483664699921025,0.7035508700138113,0.43963362345406165,-0.11786308067813844,0.5766702053231468,-0.09820762481556741,1.1503768733627937,0.19058808505083918,-0.12320119389624132,0,1,0,0.9999996871940198,136570.67558260664,0.0008241425180597966,False,,,,True
EaslMa00,marcus-easley-1,00-0027708,Marcus Easley,WR,2010,4,107,BUF,connecticut,75.0,210.0,4.39,34.0,123.0,16.0,6.94,4.6,,,,,,1.0,11.0,0.0,1448.0,1094893.0,8.0,1.0,1.0,42.0,0,0,0,False,skill_pass,False,False,False,False,35.45,0,0,True,113.08140854363278,78.5,5.77,26.245333333333335,0.3698495427957216,-0.38763819764006335,-1.1466299950400618,-0.09720665112930897,0.7035508700138113,-0.32867446801250144,-0.377618275566737,2.1143013940297544,1.2568429545914568,0.4606951650178584,0.7302575587576262,-0.8961450485607715,0,1,0,0.9999899534571067,756.1415745856353,0.0055248618784530384,False,,,,True
RidlCa00,calvin-ridley-1,00-0034837,Calvin Ridley,WR,2018,1,26,ATL,alabama,72.0,189.0,4.43,31.0,110.0,15.0,6.88,4.41,,,,,,152.0,22117.0,10.0,897263.0,1045769967.0,775.0,41.0,24.0,90.0,0,0,4,False,skill_pass,False,False,False,False,81.83,1,0,True,98.14696963186977,70.5,5.645,25.630208333333332,-0.8239222488023566,-1.2175468084116272,-0.9411889572379735,-0.9310237030384854,-1.0873058900213435,-0.5207514908791422,-0.6373734704553393,0.9457016906127357,0.049439901042900206,-1.1157201683419935,0.020166145985536173,-1.1956025886397645,0,1,0,0.9999788514367833,1165.511078691532,0.0008637378338346728,False,,,,True
MillAn02,anthony-miller-6,00-0034353,Anthony Miller,WR,2018,2,51,CHI,memphis,71.0,201.0,,,,22.0,,,1.0,3.0,35.0,0.0,0.0,91210.0,546925.0,210.0,479596.0,69414341462.0,51418.0,12.0,12.0,52.0,0,0,2,False,skill_pass,False,True,False,False,65.47,0,0,True,,,,28.03074786748661,-1.2218461793350492,-0.7433133165421622,,,,0.8237876691873433,,,,,,-0.026962615041049662,0,1,0,0.9999921209266094,144735.03002944143,0.10721106931667487,False,,,,False
MitcCa00,carlton-mitchell-1,00-0027776,Carlton Mitchell,WR,2010,6,177,CLE,south florida,75.0,215.0,4.46,36.0,122.0,16.0,6.96,4.55,,,,,,41.0,177.0,0.0,372840.0,537405706.0,414.0,0.0,0.0,16.0,0,0,0,False,skill_pass,False,False,False,False,10.77,0,1,True,108.67484282052183,79.0,5.755,26.87022222222222,0.3698495427957216,-0.1900409093611196,-0.7871081788864059,0.45867138347680864,0.5657926577034149,-0.32867446801250144,-0.2910332106038721,1.806775156288434,0.900585786767368,0.5592211233528491,0.6450465892249772,-0.5919342141948128,0,1,0,0.9999996706400031,1441.3842559811178,0.0011103958802703572,False,,,,True
HollTr00,trindon-holliday-1,00-0027606,Trindon Holliday,WR,2010,6,197,HOU,louisiana state,65.0,166.0,4.34,42.0,116.0,10.0,6.54,4.48,,,,,,14532127.0,172364114126.0,1201.0,223.0,33336.0,0.0,4.0,0.0,33.0,0,0,0,False,skill_pass,False,False,False,False,6.35,0,1,True,93.5791649910002,79.0,5.51,27.620828402366865,-3.6093897625312055,-2.1264943344947684,-1.4034312922926713,2.1263054872951614,-0.2607566161589643,-1.481136605212346,-2.1093195748240734,1.3762384234505876,-0.319852933055821,0.5592211233528491,-0.7467325798083198,-0.2265212001339253,0,1,0,1.9340448980174006e-07,149.48878923766816,0.0,False,,,,True
McDoVa00,vance-mcdonald-1,00-0030470,Vance McDonald,TE,2013,2,55,SFO,rice,76.0,267.0,4.69,33.5,119.0,31.0,7.08,4.53,,,,,,313.0,191320.0,0.0,12284336.0,118396532458.0,852.0,14.0,5.0,101.0,0,0,6,False,skill_pass,False,False,False,False,63.03,0,0,True,110.36970612158515,76.25,5.805,32.49671052631579,0.7677734733284143,1.8649708887398957,0.394177788475604,-0.23617615978083836,0.1525180207722253,2.5524808749871104,0.22847717917332883,1.683764661191908,1.0376102265298435,0.017328352510400026,0.9290831543338122,2.147174660955892,0,0,1,0.9999983840769078,9638.008310583495,6.935661805408123e-05,False,,,,True
WilsMa02,marquess-wilson-1,00-0030047,Marquess Wilson,WR,2013,7,236,CHI,washington st.,75.0,194.0,4.51,34.5,122.0,7.0,6.65,4.33,,,,,,3.0,10.0,0.0,558252.0,10061388813.0,6125.0,6.0,6.0,31.0,0,0,0,False,skill_pass,False,False,False,False,1.06,0,1,True,93.78331029469494,78.25,5.49,24.24568888888889,0.3698495427957216,-1.0199495201326834,-0.5303068816337965,0.04176285752222043,0.5657926577034149,-2.0573676738122684,-1.633101717528305,0.45365971022662094,-0.3033484185906348,0.411432185850363,-0.8603472058518518,-1.8696197185318435,0,1,0,0.9999999990061015,18023.023317426538,0.010971747526206803,False,,,,True
StidJa00,jarrett-stidham-1,00-0035264,Jarrett Stidham,QB,2019,4,133,NWE,auburn,74.0,218.0,4.81,31.0,110.0,,7.28,4.33,75246224.0,109370369.0,126531582795.0,121818.0,265.0,3610371.0,,243.0,,,,6.0,1.0,20.0,0,0,0,False,skill_pass,False,True,False,False,24.62,0,0,True,81.45283107350876,70.5,5.805,27.986486486486488,-0.028074387736971164,-0.07148253639375332,1.010500901881865,-0.9310237030384854,-1.0873058900213435,,1.094327828801997,0.45365971022662094,-1.3002294096569214,-1.1157201683419935,0.9290831543338122,-0.04851011233801492,1,0,0,,,,True,0.6879946066562141,1156.909169749624,459.69056603773583,False
RodgRi00,richard-rodgers-1,00-0031384,Richard Rodgers,TE,2014,3,98,GNB,california,76.0,257.0,4.87,31.5,116.0,16.0,7.23,4.47,,,,,,7.0,9.0,0.0,2039.0,288608.0,11.0,14.0,11.0,98.0,0,0,2,False,skill_pass,False,False,False,False,39.66,0,0,True,91.37918369972198,73.75,5.85,31.279605263157894,0.7677734733284143,1.469776312182008,1.3186624585849998,-0.7920541943869559,-0.2607566161589643,-0.32867446801250144,0.8778651663948309,1.314733175902319,-0.49771459525371126,-0.4753014391645537,1.1847160629317641,1.5546587526080655,0,0,1,0.9999688168056629,141.5438940657185,0.005394801373222168,False,,,,True
BridTe00,teddy-bridgewater-1,00-0031237,Teddy Bridgewater,QB,2014,1,32,MIN,louisville,74.0,214.0,,30.0,113.0,,7.17,4.2,191287303.0,296419427.0,212937183970.0,142731.0,1284.0,897463.0,662078.0,411.0,,,,49.0,22.0,83.0,1,0,4,False,skill_pass,False,True,False,False,77.74,1,0,True,,71.5,5.6850000000000005,27.472972972972972,-0.028074387736971164,-0.22956036701690832,,-1.208962720341544,-0.6740312530901539,,0.6181099715062286,-0.3459085079008143,,-0.918668251672012,0.2473953980726102,-0.29850075416541183,1,0,0,,,,True,0.6453264718037526,718.364467960462,111.16121495327103,False
BenjKe00,kelvin-benjamin-1,00-0031359,Kelvin Benjamin,WR,2014,1,28,CAR,florida st.,77.0,240.0,4.61,32.5,119.0,13.0,7.33,4.39,,,,,,2.0,33.0,0.0,3054.0,4951011.0,415.0,22.0,18.0,61.0,0,0,4,False,skill_pass,False,False,False,False,80.45,1,0,True,106.27657156497303,75.75,5.859999999999999,28.456738067127677,1.165697403861107,0.7979455320335993,-0.01670428712857299,-0.5141151770838972,0.1525180207722253,-0.9049055366124238,1.310790491209163,0.8226911955162043,0.706692996131183,-0.08119760582459072,1.2415233759535302,0.18041958740930183,0,1,0,0.9999933347390975,1621.1561886051081,0.13588736083824493,False,,,,True
MattJo00,jordan-matthews-1,00-0031299,Jordan Matthews,WR,2014,2,42,PHI,vanderbilt,75.0,212.0,4.46,35.5,120.0,21.0,6.95,4.18,,,,,,36.0,6154.0,10.0,154194112.0,18177813231477.0,4587.0,23.0,21.0,81.0,0,0,3,False,skill_pass,False,False,False,False,71.15,0,0,True,107.15844966488665,77.75,5.5649999999999995,26.49528888888889,0.3698495427957216,-0.3085992823284858,-0.7871081788864059,0.31970187482527923,0.2902762330826218,0.6317106463207024,-0.33432574308530455,-0.46891900299734574,0.7779901045786008,0.3129062275153723,-0.43429235818860185,-0.7744607148143877,0,1,0,0.9999999996614555,117889.15280680108,2.97482176232514e-05,False,,,,True
WashJa00,james-washington-5,00-0034676,James Washington,WR,2018,2,60,PIT,oklahoma st.,71.0,213.0,4.54,34.5,120.0,14.0,7.11,4.32,,,,,,1143.0,20102812.0,1.0,28537174.0,456108713801549.0,6101013.0,11.0,11.0,62.0,0,0,2,False,skill_pass,False,False,False,False,60.03,0,0,True,100.27350314491093,77.25,5.715,29.704225352112676,-1.2218461793350492,-0.2690798246726971,-0.37622610328222894,0.04176285752222043,0.2902762330826218,-0.712828513745783,0.35835477661763,0.3921544626783579,0.22136353823404403,0.21438026918038153,0.4178173371379082,0.7877261895493999,0,1,0,0.9999999559253956,15982967.122166652,0.2137917720934806,False,,,,True
GallMi00,michael-gallup-1,00-0034764,Michael Gallup,WR,2018,3,81,DAL,colorado st.,73.0,205.0,4.51,36.0,122.0,10.0,6.95,4.37,,,,,,4.0,15.0,0.0,76100.0,12721413.0,147.0,30.0,30.0,86.0,0,0,5,False,skill_pass,False,False,False,False,48.25,0,0,True,99.1009206722292,79.0,5.66,27.043535372490147,-0.4259983182696639,-0.5852354859190071,-0.5303068816337965,0.45867138347680864,0.5657926577034149,-1.481136605212346,-0.33432574308530455,0.6996807004196783,0.12656388312692649,0.5592211233528491,0.1053771155181902,-0.5075612336744733,0,1,0,0.9999988208870891,167.1670565045992,0.0019316688567674112,False,,,,True
GreeVi00,virgil-green-1,00-0028142,Virgil Green,TE,2011,7,204,DEN,nevada,75.0,249.0,4.54,42.5,130.0,23.0,6.9,4.4,,,,,,214.0,181619.0,0.0,132335.0,136260515.0,155.0,8.0,5.0,137.0,0,0,5,False,skill_pass,False,False,False,False,5.07,0,1,True,117.22113747926207,86.25,5.65,31.119466666666668,0.3698495427957216,1.153620650935698,-0.37622610328222894,2.2652749959466907,1.6678583561865872,1.015864692053984,-0.5507884054924707,0.8841964430644728,1.5915271959796773,1.987847519210215,0.048569802496424216,1.476699459493715,0,0,1,0.9986688935838544,1029.6634677145123,0.0011712698832508407,False,,,,True
DoctJo00,josh-doctson-1,00-0032760,Josh Doctson,WR,2016,1,22,WAS,texas christian,74.0,202.0,4.5,41.0,131.0,14.0,6.84,4.08,,,,,,1.0,6.0,0.0,35366579.0,39344010181327.0,541114.0,9.0,9.0,34.0,0,0,2,False,skill_pass,False,False,False,False,84.61,1,0,True,98.52156683432403,86.0,5.46,25.93243243243243,-0.028074387736971164,-0.7037938588863734,-0.5816671410843175,1.8483664699921025,1.8056165684969836,-0.712828513745783,-0.810543600381073,-1.0839714784799865,0.07972492271437305,1.9385845400427195,-1.0307691449171548,-1.0484726796475992,0,1,0,0.9999999999998475,1112462.9888948828,0.015300151026764562,False,,,,True
OLeaNi00,nick-oleary-1,00-0032117,Nick O'Leary,TE,2015,6,194,BUF,florida st.,75.0,252.0,4.93,30.5,110.0,21.0,7.4,4.5,,,,,,0.0,0.0,1.0,12213348.0,164252557618.0,1376.0,6.0,4.0,59.0,0,0,2,False,skill_pass,False,False,False,False,6.94,0,1,True,85.3184308292889,70.25,5.95,31.4944,0.3698495427957216,1.2721790239030644,1.6268240152881304,-1.0699932116900148,-1.0873058900213435,0.6317106463207024,1.613838218579198,1.4992489185471136,-0.98770766200363,-1.164983147509489,1.7527891931494393,1.65922596011329,0,0,1,1.0,13448.610292443971,0.00011266362016377491,False,,,,True
TateGo00,golden-tate-1,00-0027891,Golden Tate,WR,2010,2,60,SEA,notre dame,70.0,199.0,4.42,35.0,120.0,17.0,7.12,4.34,,,,,,1525.0,437186.0,12.0,65893.0,13110801496.0,11015.0,58.0,17.0,160.0,1,0,7,False,skill_pass,False,False,False,False,60.03,0,0,True,104.27831253892639,77.5,5.73,28.550408163265306,-1.619770109867742,-0.8223522318537396,-0.9925492166884944,0.18073236617374983,0.2902762330826218,-0.13659744514586067,0.4016473090990625,0.5151649577748839,0.5451399532559447,0.2636432483478769,0.5030283066705622,0.22602042718713075,0,1,0,0.9999666556295249,198971.081844809,0.1671649492358824,False,,,,True
SandEm00,emmanuel-sanders-1,00-0027685,Emmanuel Sanders,WR,2010,3,82,PIT,southern methodist,71.0,186.0,4.4,39.5,126.0,12.0,6.64,4.1,,,,,,261.0,6286.0,0.0,46746798.0,6058899581339.0,9997.0,63.0,11.0,172.0,2,0,9,False,skill_pass,False,False,False,False,47.73,0,0,True,99.25039273273681,82.75,5.369999999999999,25.938901011704026,-1.2218461793350492,-1.3361051813789935,-1.0952697355895364,1.4314579440375144,1.116825506945001,-1.0969825594790645,-1.676394250009741,-0.9609609833834605,0.13864823549820615,1.2981658108652798,-1.5420349621130638,-1.045323620779113,0,1,0,0.9999999989625179,129611.00739646381,0.00021385421949114033,False,,,,True
HackCh01,christian-hackenberg-1,00-0032953,Christian Hackenberg,QB,2016,2,51,NYJ,penn st.,76.0,223.0,4.78,31.0,114.0,,7.04,4.33,231270192.0,392484359.0,295529772525.0,201216.0,10156.0,499366.0,,402.0,1.0,14.0,1.0,,,,0,0,0,False,skill_pass,True,True,False,False,65.47,0,0,True,85.43253088681517,72.5,5.6850000000000005,27.14144736842105,0.7677734733284143,0.12611475188519045,0.856420123530302,-0.9310237030384854,-0.5362730407797573,,0.05530704924759519,0.45365971022662094,-0.9784830263356119,-0.7216163350020306,0.2473953980726102,-0.4598953357745461,1,0,0,,,,False,0.5892469004096034,752.9721013035324,19.812524615990547,False
SticEa00,,00-0035282,Easton Stick,QB,2019,5,166,LAC,north dakota st.,73.0,224.0,4.62,33.5,118.0,,6.65,4.05,11.0,19.0,124.0,1.0,1.0,11.0,35.0,0.0,,,,4.0,4.0,6.0,0,0,0,False,skill_pass,False,True,False,False,13.71,0,1,True,98.3354505078747,75.75,5.35,29.550009382623383,-0.4259983182696639,0.1656342095409792,0.03465597232194799,-0.23617615978083836,0.014759808461828759,,-1.633101717528305,-1.2684872211247809,0.06467799512654299,-0.08119760582459072,-1.6556495881565958,0.7126501727005309,1,0,0,,,,True,0.5789473684210527,6.526315789473684,1.0,False
GrieWi00,will-grier-1,00-0035251,Will Grier,QB,2019,3,100,CAR,west virginia,74.0,217.0,4.84,34.0,112.0,,7.09,4.28,106250266.0,161388397.0,120434903864.0,103437.0,3128.0,366349.0,,223.0,,,,1.0,1.0,2.0,0,0,0,False,skill_pass,False,True,False,False,38.71,0,0,True,79.08757930118138,73.0,5.6850000000000005,27.85810810810811,-0.028074387736971164,-0.11100199404954207,1.1645816802334323,-0.09720665112930897,-0.8117894654005504,,0.27176971165476127,0.14613347248530054,-1.4914526775139987,-0.6230903766670398,0.2473953980726102,-0.11100777279486415,1,0,0,,,,True,0.6583513311678783,746.2426426107944,33.06809462915601,False
HillSt00,stephen-hill-1,00-0028995,Stephen Hill,WR,2012,2,43,NYJ,georgia tech,76.0,215.0,4.36,39.5,133.0,14.0,6.88,4.48,,,,,,534.0,843429.0,100.0,61528.0,137291820.0,135.0,4.0,4.0,23.0,0,0,2,False,skill_pass,False,False,False,False,70.51,0,0,True,118.9932971711072,86.25,5.68,26.167763157894736,0.7677734733284143,-0.1900409093611196,-1.3007107733916248,1.4314579440375144,2.0811329931177767,-0.712828513745783,-0.6373734704553393,1.3762384234505876,1.7348008091332423,1.987847519210215,0.2189917415617222,-0.9339080624528073,0,1,0,0.9938941797542205,2231.3714081393837,0.002194123000910155,False,,,,True
SmelDe00,deandre-smelter-1,00-0032064,DeAndre Smelter,WR,2015,4,132,SFO,georgia tech,74.0,226.0,4.52,,,,,,0.0,1.0,0.0,0.0,1.0,13.0,12103.0,1.0,2135.0,345715.0,47.0,0.0,0.0,2.0,0,0,0,False,skill_pass,False,True,False,False,25.0,0,0,True,108.28908785588996,,,29.013513513513512,-0.028074387736971164,0.2446731248525567,-0.4789466221832755,,,,,,0.8693986946395758,,,0.45147117131677544,0,1,0,0.9661755417558647,161.92740046838406,0.022014051522248244,False,,,,False
RudoMa00,mason-rudolph-1,00-0034771,Mason Rudolph,QB,2018,3,76,PIT,oklahoma st.,77.0,235.0,4.9,26.0,,,,,49264284318.0,86424448489.0,853377040914904.0,6212837.0,4949.0,14678361.0,,1610.0,111.0,22724.0,0.0,10.0,7.0,34.0,0,0,1,False,skill_pass,False,True,False,False,50.94,0,0,True,81.52926701199223,,,27.863889357395852,1.165697403861107,0.6003482437546555,1.4727432369365674,-2.3207187895537795,,,,,-1.2940498011646933,,,-0.10819332257695562,1,0,0,,,,False,0.5700271760978642,9874.254980331414,1255.3721964033139,False
CoutKe00,keke-coutee-1,00-0034366,Keke Coutee,WR,2018,4,103,HOU,texas tech,70.0,181.0,4.43,34.5,113.0,14.0,6.93,4.15,,,,,,35.0,215.0,10.0,115593.0,1058901429.0,710.0,7.0,7.0,33.0,0,0,0,False,skill_pass,False,False,False,False,37.29,0,0,True,93.9926005469229,73.75,5.54,25.967959183673468,-1.619770109867742,-1.533702469657937,-0.9411889572379735,0.04176285752222043,-0.6740312530901539,-0.712828513745783,-0.42091080804817327,-0.6534347456421347,-0.28642795099817986,-0.4753014391645537,-0.5763106407430167,-1.0311774087130101,0,1,0,0.9999997969594238,9160.601671381484,0.006142240447085896,False,,,,True
ThomDe03,demaryius-thomas-1,00-0027874,Demaryius Thomas,WR,2010,1,22,DEN,georgia tech,75.0,224.0,4.52,,,,,,1.0,11.0,22.0,0.0,0.0,121.0,293.0,0.0,353946.0,5586271154.0,438.0,69.0,65.0,143.0,5,0,8,False,skill_pass,False,True,False,False,84.61,1,0,True,107.33077734389093,,,27.99502222222222,0.3698495427957216,0.1656342095409792,-0.4789466221832755,,,,,,0.7919222627982728,,,-0.04435471233608491,0,1,0,0.9999999475499888,15782.83453973205,0.001237476903256429,False,,,,False
GresJe00,jermaine-gresham-1,00-0027873,Jermaine Gresham,TE,2010,1,21,CIN,oklahoma,77.0,261.0,4.66,35.0,113.0,20.0,7.07,4.53,,,,,,1.0,5.0,0.0,83766.0,161519950.0,11114.0,28.0,22.0,132.0,2,0,9,False,skill_pass,False,False,False,False,85.32,1,0,True,110.69470220254848,74.0,5.800000000000001,30.94670264800135,1.165697403861107,1.6278541428051632,0.24009701012403648,0.18073236617374983,-0.6740312530901539,0.43963362345406165,0.18518464669189638,1.683764661191908,1.0638851514108423,-0.4260384599970583,0.9006794978229342,1.3925938093515857,0,0,1,0.9999999690440726,1928.2280400162358,0.1326791299572619,False,,,,True
