pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats,pick_value,is_early_pick,is_day_3_pick,missing_age,speed_score,burst_score,agility_score,bmi,height_in_z,weight_lbs_z,forty_yard_z,vertical_jump_z,broad_jump_z,bench_reps_z,cone_drill_z,shuttle_z,speed_score_z,burst_score_z,agility_score_z,bmi_z,is_QB,is_WR,is_TE,dominator_rating,yards_per_reception,rec_td_rate,rec_yards_flag,completion_pct,yards_per_attempt,td_int_ratio,pass_yards_flag,_split,weighted_av_pred,surplus_value,surplus_value_percentile,pro_bowl_probability,peak_value_percentile,availability_factor,sleeper_score
PettAu00,austin-pettis-1,00-0028016,Austin Pettis,WR,2011,3,78,STL,boise st.,75.0,209.0,4.56,33.5,120.0,14.0,6.68,3.88,14.0,114.0,2865.0,2.0,0.0,1.0,-11.0,0.0,46496371.0,465567855951.0,691410.0,8.0,8.0,47.0,0,0,0,False,skill_pass,False,False,False,False,49.86,0,0,True,96.67560778935132,76.75,5.279999999999999,26.120355555555555,0.3698495427957216,-0.4271576552958521,-0.273505584381187,-0.2361761597808383,0.2902762330826218,-0.712828513745783,-1.5032241200840075,-2.3140764294452736,-0.069515139185115,0.1158543108453907,-2.053300779308968,-0.9569872154339644,0,1,0,1.0,10012.993400087073,0.0148701927726789,False,,,,False,train,15.261389,-2.403185,0.16767676767676767,0.22497068,0.6383838383838384,0.2384592,28.74334536071378
SwitRy00,ryan-switzer-1,00-0033562,Ryan Switzer,WR,2017,4,133,DAL,north carolina,68.0,181.0,4.51,32.0,116.0,11.0,6.77,4.0,1110.0,1121.0,5935110.0,1100.0,0.0,10833.0,2929614.0,0.0,32615596.0,3417576971112.0,3466.0,3.0,1.0,41.0,0,0,0,False,skill_pass,False,False,False,False,24.62,0,0,True,87.49886166669992,74.0,5.385,27.517949826989614,-2.415617970933128,-1.533702469657937,-0.5303068816337965,-0.6530846857354266,-0.2607566161589643,-1.2890595823457054,-1.1135913277511078,-1.5760134588661012,-0.8114265933477524,-0.4260384599970583,-1.4568239925804098,-0.2766049475174675,0,1,0,0.9999991427811245,104783.52047014564,0.0001062681791864,False,,,,False,train,11.346976,1.4925203,0.6962962962962963,0.19268595,0.5515151515151515,0.1772965,46.2818040551762
CobbRa00,randall-cobb-1,00-0028002,Randall Cobb,WR,2011,2,64,GNB,kentucky,70.0,191.0,4.46,33.5,115.0,16.0,7.08,4.34,5255.0,991310.0,5428958.0,203.0,500.0,799455.0,316573424.0,7105.0,213984.0,1974471017.0,247.0,64.0,56.0,166.0,1,0,5,False,skill_pass,False,False,False,False,57.69,0,0,True,96.54369757544032,74.25,5.71,27.40265306122449,-1.619770109867742,-1.1385078931000496,-0.7871081788864059,-0.2361761597808383,-0.3985148284693608,-0.3286744680125014,0.2284771791733288,0.5151649577748839,-0.080179670742771,-0.3767754808295629,0.3894136806270252,-0.3327341665462642,0,1,0,0.8618213517229629,9227.189962800958,0.0011542919096754,False,,,,False,train,31.425898,7.882704,0.9104377104377105,0.39443558,0.8787878787878788,0.49102965,71.70257113066185
JoneZa00,isaiah-jones-2,00-0033891,Zay Jones,WR,2017,2,37,BUF,east carolina,74.0,201.0,4.45,36.5,133.0,15.0,6.79,4.01,111.0,211.0,342.0,1.0,0.0,14.0,-624.0,0.0,628198156.0,60483010991731.0,5558.0,25.0,8.0,123.0,0,0,3,False,skill_pass,False,False,False,False,74.41,0,0,True,102.51466790929572,84.75,5.4,25.804054054054053,-0.0280743877369711,-0.7433133165421622,-0.8384684383369269,0.597640892128338,2.0811329931177767,-0.5207514908791422,-1.027006262788239,-1.5145082113178383,0.402554756465368,1.6922696442052427,-1.3716130230477557,-1.1109703401044484,0,1,0,1.0,96280.14729755271,8.847526766697482e-06,False,,,,False,train,20.17875,-3.3644447,0.1286195286195286,0.27070224,0.7158249158249158,0.31529295,31.18118355621392
BeckOd00,odell-beckham-jr-1,00-0031235,Odell Beckham Jr.,WR,2014,1,12,NYG,louisiana state,71.0,198.0,4.38,38.5,122.0,7.0,6.69,3.94,0.0,1.0,0.0,0.0,0.0,25.0,1958.0,0.0,414359.0,4757131152.0,228.0,59.0,41.0,119.0,3,0,6,False,skill_pass,False,False,False,False,91.78,1,0,True,107.5966485232503,80.25,5.315,27.61237849633009,-1.2218461793350492,-0.8618716895095284,-1.197990254490583,1.1535189267344557,0.5657926577034149,-2.0573676738122684,-1.4599315876025711,-1.9450449441556876,0.8134171228131482,0.805536019190326,-1.8544751837327769,-0.2306348161886616,0,1,0,0.9999995884075652,11480.699470748796,0.0005502474907025,False,,,,False,train,47.58604,11.262547,0.9373737373737374,0.59370476,0.9535353535353536,0.7435319,83.31038957141868
JernJe00,jerrel-jernigan-1,00-0028021,Jerrel Jernigan,WR,2011,3,83,NYG,troy,69.0,185.0,4.46,37.5,124.0,11.0,7.07,4.25,106.0,217.0,2041.0,101.0,0.0,14334045.0,50254266322.0,113.0,30777184.0,3378681101822.0,3546.0,2.0,2.0,34.0,0,0,0,False,skill_pass,False,False,False,False,47.2,0,0,True,93.51091126416996,80.75,5.66,27.31674018063432,-2.0176940404004347,-1.3756246390347822,-0.7871081788864059,0.8755799094313969,0.8413090823242079,-1.2890595823457054,0.1851846466918963,-0.0383822701594938,-0.3253710351203052,0.9040619775253168,0.1053771155181902,-0.3745586085420098,0,1,0,0.9853440613699286,109778.76019527973,0.0001152152191701,False,,,,False,train,21.831228,4.1666546,0.8444444444444444,0.28731945,0.7441077441077442,0.34111294,61.228580819436594
ElliBr00,bruce-ellington-1,00-0031326,Bruce Ellington,WR,2014,4,106,SFO,south carolina,69.0,197.0,4.45,39.5,120.0,15.0,6.69,3.95,31.0,41.0,279.0,1.0,0.0,1753.0,1062814.0,100.0,174049.0,211600775.0,178.0,7.0,2.0,44.0,0,0,0,False,skill_pass,False,False,False,False,35.91,0,0,True,100.4745750155784,79.75,5.32,29.08863684099979,-2.0176940404004347,-0.9013911471653172,-0.8384684383369269,1.4314579440375144,0.2902762330826218,-0.5207514908791422,-1.4599315876025711,-1.8835396966074216,0.2376195751739651,0.7070100608553352,-1.8260715272218937,0.4880430011913362,0,1,0,0.9950023696816288,1215.7540405288166,0.001022700503881,False,,,,False,train,15.213105,5.3586493,0.8747474747474747,0.22455005,0.6370370370370371,0.23770478,56.97573662275819
CookBr00,brandin-cooks-1,00-0031236,Brandin Cooks,WR,2014,1,20,NOR,oregon st.,70.0,189.0,4.33,36.0,120.0,16.0,6.76,3.81,0.0,1.0,0.0,0.0,0.0,101932.0,4182217.0,2.0,3167128.0,39111511730.0,3516.0,73.0,21.0,173.0,0,0,10,False,skill_pass,False,False,False,False,86.02,1,0,True,107.53261679026669,78.0,5.285,27.115714285714287,-1.619770109867742,-1.2175468084116272,-1.4547915517431924,0.4586713834768086,0.2902762330826218,-0.3286744680125014,-1.1568838602325402,-2.7446131622831227,0.8082403558528897,0.3621692066828676,-2.02489712279808,-0.4724228149796134,0,1,0,0.9998930808435696,12349.204620084822,0.0011101540575562,False,,,,False,train,45.665127,9.341633,0.9286195286195286,0.5703444,0.9501683501683502,0.7135176,81.8253880430151
WatkSa00,sammy-watkins-1,00-0031325,Sammy Watkins,WR,2014,1,4,BUF,clemson,73.0,211.0,4.43,34.0,126.0,16.0,6.95,4.34,110.0,122.0,9520.0,10.0,1.0,32146.0,2319711.0,10.0,8257101.0,12197081464.0,12312.0,43.0,20.0,111.0,0,0,6,False,skill_pass,False,False,False,False,97.72,1,0,True,109.57148461547366,80.0,5.645,27.835053480953277,-0.4259983182696639,-0.3481187399842746,-0.9411889572379736,-0.0972066511293089,1.116825506945001,-0.3286744680125014,-0.3343257430853045,0.5151649577748839,0.973076494155872,0.7562730400228306,0.0201661459855361,-0.1222313158718406,0,1,0,0.9998098504207932,1477.1626826412803,0.0014910802229499,False,,,,False,train,49.80693,13.483437,0.9454545454545454,0.62018806,0.9582491582491582,0.7782333,84.95159326709481
WescTr00,trevon-wesco-1,00-0035259,Trevon Wesco,TE,2019,4,121,NYJ,west virginia,75.0,267.0,4.89,31.0,117.0,24.0,7.18,4.38,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1126.0,61366.0,101.0,0.0,0.0,69.0,0,0,1,False,skill_pass,False,False,False,False,29.37,0,0,True,93.3911709199104,74.0,5.779999999999999,33.36906666666667,0.3698495427957216,1.864970888739896,1.4213829774860418,-0.9310237030384854,-0.1229984038485677,1.2079417149206249,0.661402503987661,0.7611859479679413,-0.3350516704723338,-0.4260384599970583,0.7870648717793921,2.571858463211171,0,0,1,0.9999511153839886,54.49911190053286,0.0896980461811722,False,,,,False,train,4.0205927,-5.8338633,0.06936026936026936,0.14197643,0.011447811447811448,0.06282176,7.0993308577097025
ArchDr00,dri-archer-1,00-0031392,Dri Archer,WR,2014,3,97,PIT,kent st.,68.0,173.0,4.26,38.0,122.0,20.0,6.86,4.06,1.0,1.0,24.0,1.0,0.0,584015968.0,2461401429527.0,11166.0,19163925.0,23175561327.0,3144.0,0.0,0.0,20.0,0,0,0,False,skill_pass,False,False,False,False,40.14,0,0,True,105.0600740037526,80.0,5.46,26.301686851211077,-2.415617970933128,-1.8498581309042472,-1.8143133678968484,1.0145494180829262,0.5657926577034149,0.4396336234540616,-0.7239585354182042,-1.206981973576518,0.6083429423574832,0.7562730400228306,-1.0307691449171548,-0.8687108102539801,0,1,0,0.0093277694401549,1209.3327085657036,0.0001640582500714,False,,,,False,train,14.021511,-3.6430626,0.1191919191919192,0.21434608,0.6141414141414141,0.21908613,25.719149404252416
PricTa00,taylor-price-1,00-0027693,Taylor Price,WR,2010,3,90,NWE,ohio,72.0,204.0,4.4,37.0,114.0,16.0,6.82,4.34,201.0,1211.0,50029.0,101.0,0.0,26510.0,-20231994.0,0.0,9335156.0,77464694784.0,455.0,1.0,1.0,6.0,0,0,0,False,skill_pass,False,False,False,False,43.6,0,0,True,108.85526944880812,75.5,5.58,27.66435185185185,-0.8239222488023566,-0.6247549435747959,-1.0952697355895364,0.7366104007798674,-0.5362730407797573,-0.3286744680125014,-0.8971286653439379,0.5151649577748839,0.9151727199103832,-0.1304605849920861,-0.3490813886559478,-0.2053329455214053,0,1,0,1.0,8298.168213150375,4.874048168022045e-05,False,,,,False,train,13.406095,-4.258479,0.10303030303030303,0.20920977,0.602020202020202,0.20947023,24.535216033609224
BellBl00,blake-bell-1,00-0032062,Blake Bell,TE,2015,4,117,SFO,oklahoma,78.0,252.0,4.8,33.0,116.0,14.0,6.85,4.32,19140.0,416233.0,81071648.0,12.0,105.0,4460752.0,1712012554.0,131100.0,16.0,214.0,4.0,5.0,2.0,117.0,0,0,1,False,skill_pass,False,False,False,False,31.05,0,0,True,94.9435763888889,74.5,5.585,29.118343195266277,1.5636213343937997,1.2721790239030644,0.959140642431344,-0.3751456684323677,-0.2607566161589643,-0.712828513745783,-0.7672510678996406,0.3921544626783579,-0.2095445044740338,-0.3275125016620676,-0.3206777321450648,0.5025047638791741,0,0,1,1.249990677639619e-07,13.375,0.25,False,,,,False,train,14.118076,4.2636204,0.8471380471380472,0.21516031,0.6168350168350168,0.22059493,54.937326906455894
DickEd00,ed-dickson-1,00-0027675,Ed Dickson,TE,2010,3,70,BAL,oregon,76.0,249.0,4.59,34.0,115.0,23.0,7.32,4.59,0.0,1.0,0.0,0.0,0.0,23.0,1018.0,0.0,4433542.0,45453508551.0,336.0,16.0,9.0,134.0,0,0,7,False,skill_pass,False,False,False,False,54.26,0,0,True,112.19631694222323,74.5,5.955,30.30592105263158,0.7677734733284143,1.153620650935698,-0.1194248060296195,-0.0972066511293089,-0.3985148284693608,1.015864692053984,1.2674979587277306,2.0527961464814912,1.1852860445176314,-0.3275125016620676,1.7811928496603222,1.0806460259298043,0,0,1,0.9999999776034896,10252.188555110111,7.578590661822985e-05,False,,,,False,train,27.354294,9.68972,0.9313131313131313,0.34699252,0.8356902356902357,0.42741084,69.4543979807133
CainDe00,deon-cain-1,00-0034406,Deon Cain,WR,2018,6,185,IND,clemson,74.0,202.0,4.43,33.5,115.0,11.0,6.71,4.37,1.0,1.0,35.0,0.0,0.0,1.0,-5.0,0.0,343858.0,582724734.0,596.0,1.0,0.0,15.0,0,0,0,False,skill_pass,False,False,False,False,8.86,0,1,True,104.89781939490844,74.25,5.54,25.93243243243243,-0.0280743877369711,-0.7037938588863734,-0.9411889572379736,-0.2361761597808383,-0.3985148284693608,-1.2890595823457054,-1.3733465226397064,0.6996807004196783,0.5952251606096567,-0.3767754808295629,-0.5763106407430167,-1.0484726796475992,0,1,0,1.0,1694.6667926876792,0.0017332736187612,False,,,,False,train,6.4283676,-0.14137125,0.4303030303030303,0.15728338,0.18518518518518517,0.100443244,26.070357296227005
WilsCe01,cedric-wilson-3,00-0034418,Cedrick Wilson Jr.,WR,2018,6,208,DAL,boise st.,74.0,197.0,4.55,37.0,121.0,9.0,6.89,4.23,22.0,23.0,8446.0,10.0,0.0,39.0,713.0,0.0,5683.0,11291511.0,117.0,11.0,6.0,93.0,0,0,0,False,skill_pass,False,False,False,False,4.41,0,1,True,91.92859766992795,79.0,5.5600000000000005,25.29054054054054,-0.0280743877369711,-0.9013911471653172,-0.3248658438317079,0.7366104007798674,0.4280344453930183,-1.6732136280789869,-0.5940809379739069,-0.1613927652560198,-0.4532961802594624,0.5592211233528491,-0.4626960146994797,-1.3609609819318436,0,1,0,0.99993685920506,1986.892662326236,0.020587717754707,False,,,,False,train,8.900584,2.3308454,0.7663299663299663,0.1743695,0.4094276094276094,0.13907163,45.11057342977737
SamuJa00,jaylen-samuels-1,00-0034331,Jaylen Samuels,TE,2018,5,165,PIT,north carolina st.,71.0,225.0,4.54,34.5,121.0,18.0,6.93,4.28,11.0,12.0,5925.0,10.0,0.0,15563378.0,143368189407.0,19612.0,6655575.0,96597565593.0,1774.0,7.0,7.0,45.0,0,0,0,False,skill_pass,False,False,False,False,13.99,0,1,True,105.92271458969464,77.75,5.605,31.37770283673874,-1.2218461793350492,0.2051536671967679,-0.3762261032822289,0.0417628575222204,0.4280344453930183,0.0554795777207801,-0.4209108080481732,0.1461334724853005,0.6780847574825888,0.3129062275153723,-0.2070631061015277,1.6024149941398496,0,0,1,0.4025472951046702,14513.782143992066,0.0002665434616843,False,,,,False,train,11.464803,3.0208635,0.8006734006734006,0.19360402,0.5535353535353535,0.17913754,50.5524746233265
SandAc00,ace-sanders-1,00-0030550,Ace Sanders,WR,2013,4,101,JAX,south carolina,67.0,173.0,4.58,32.0,117.0,7.0,6.81,4.37,101.0,112.0,3016.0,101.0,0.0,543.0,56151.0,0.0,252945.0,316383531.0,229.0,3.0,3.0,27.0,0,0,0,False,skill_pass,False,False,False,False,38.23,0,0,True,78.63469140531342,74.5,5.59,27.092670973490755,-2.81354190146582,-1.8498581309042472,-0.1707850654801405,-0.6530846857354266,-0.1229984038485677,-2.0573676738122684,-0.940421197825374,0.6996807004196783,-1.5280672588596331,-0.3275125016620676,-0.2922740756341818,-0.4836408496778146,0,1,0,0.9998225538603592,1250.7997034928542,0.0009053351519104,False,,,,False,train,13.433052,3.578596,0.8303030303030303,0.20943287,0.6026936026936027,0.20989144,53.65247966218678
WillKy01,kyle-williams-1,00-0027608,Kyle Williams,WR,2010,6,206,SFO,arizona st.,70.0,188.0,4.4,33.0,118.0,11.0,7.0,4.19,1.0,1.0,32.0,1.0,0.0,665.0,154273.0,0.0,4291957.0,87360364815.0,648.0,6.0,6.0,39.0,0,0,0,False,skill_pass,False,False,False,False,4.73,0,1,True,100.31760125674474,75.5,5.595000000000001,26.972244897959182,-1.619770109867742,-1.257066266067416,-1.0952697355895364,-0.3751456684323677,0.0147598084618287,-1.2890595823457054,-0.1178630806781384,-0.4074137554490772,0.2249287337662259,-0.1304605849920861,-0.2638704191232938,-0.5422671391962889,0,1,0,0.9999982340649802,20354.43617328878,0.0001509800773866,False,,,,False,train,7.1109414,0.54120255,0.5831649831649832,0.16186006,0.24107744107744108,0.11110846,33.607518612234685
BrowLe00,levi-brown-1,00-0027804,Levi Brown,QB,2010,7,209,BUF,troy,75.0,229.0,4.93,31.5,106.0,20.0,7.07,4.43,201321.0,326504.0,20304254.0,1523.0,39.0,3354.0,177.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0,0,0,False,skill_pass,False,False,False,False,4.25,0,1,True,77.53143119010777,68.75,5.75,28.61991111111111,0.3698495427957216,0.363231497819923,1.6268240152881304,-0.7920541943869559,-1.6383387392629296,0.4396336234540616,0.1851846466918963,1.0687121857092616,-1.6172624245145504,-1.4605610225144612,0.6166429327140942,0.2598561220298754,1,0,0,,,,False,0.6165958150589274,62.18684610295739,39.05128205128205,False,train,5.4654174,-0.5083852,0.37777777777777777,0.15100642,0.05858585858585859,0.08539715,21.010899674410773
SuttCo00,courtland-sutton-1,00-0034348,Courtland Sutton,WR,2018,2,40,DEN,southern methodist,75.0,218.0,4.54,35.5,124.0,18.0,6.57,4.11,2.0,2.0,75.0,0.0,0.0,1.0,2.0,1.0,2497668.0,2786212461085.0,91012.0,45.0,45.0,115.0,2,0,5,False,skill_pass,False,False,False,False,72.44,0,0,True,102.62734124690414,79.75,5.34,27.24515555555556,0.3698495427957216,-0.0714825363937533,-0.3762261032822289,0.3197018748252792,0.8413090823242079,0.0554795777207801,-1.979441977379772,-0.8994557358351921,0.4116640462542701,0.7070100608553352,-1.7124569011783617,-0.4094077135752363,0,1,0,0.999999999999282,1115525.546663928,0.0364387901034084,False,,,,False,train,31.508774,7.96558,0.9131313131313131,0.39542577,0.8801346801346801,0.4923246,71.88295387178158
MoorD.00,dj-moore-3,00-0034827,D.J. Moore,WR,2018,1,24,CAR,maryland,72.0,210.0,4.42,39.5,132.0,15.0,6.95,4.07,12.0,122.0,2115.0,0.0,0.0,1115.0,95561.0,1.0,254180.0,3576371033.0,368.0,61.0,36.0,131.0,0,0,7,False,skill_pass,False,False,False,False,83.21,1,0,True,110.04244036771128,85.75,5.51,28.47800925925926,-0.8239222488023566,-0.3876381976400633,-0.9925492166884944,1.4314579440375144,1.94337478080738,-0.5207514908791422,-0.3343257430853045,-1.1454767260282497,1.0111518056354387,1.8893215608752243,-0.7467325798083198,0.1907749117259386,0,1,0,0.999973280611607,14070.229888268155,0.0014477929026674,False,,,,False,train,39.541935,3.218441,0.8148148148148148,0.4942744,0.9393939393939394,0.61784273,73.62281480622211
WhitJo02,jordan-white-1,00-0029642,Jordan White,WR,2012,7,244,NYJ,western michigan,72.0,208.0,4.63,35.0,119.0,14.0,6.84,4.13,0.0,1.0,0.0,0.0,0.0,31.0,2927.0,0.0,195394128.0,21768113781792.0,141017.0,0.0,0.0,3.0,0,0,0,False,skill_pass,False,False,False,False,0.53,0,1,True,90.52517364568132,77.0,5.484999999999999,28.20679012345679,-0.8239222488023566,-0.4666771129516409,0.0860162317724689,0.1807323661737498,0.1525180207722253,-0.712828513745783,-0.810543600381073,-0.776445240738666,-0.5667586586498721,0.1651172900128861,-0.8887508623627398,0.0587389593101579,0,1,0,0.9999999998655372,111406.181980003,0.000721705413788,False,,,,False,train,6.8730197,0.8992171,0.6289562289562289,0.16025269,0.2222222222222222,0.107390925,34.955566026521254
MillBr03,braxton-miller-1,00-0033069,Braxton Miller,WR,2016,3,85,HOU,ohio st.,73.0,201.0,4.5,35.0,123.0,17.0,6.65,4.07,851481621.0,1572542551.0,1159203920943.0,1315240.0,4670.0,15922717142.0,71512711068260.0,713121.0,26.0,341.0,3.0,2.0,2.0,21.0,0,0,1,False,skill_pass,False,False,False,False,46.16,0,0,True,98.03383630544124,79.0,5.36,26.51585663351473,-0.4259983182696639,-0.7433133165421622,-0.5816671410843175,0.1807323661737498,0.7035508700138113,-0.1365974451458606,-1.633101717528305,-1.1454767260282497,0.0402934225849571,0.5592211233528491,-1.5988422751348248,-0.764447845542895,0,1,0,4.7683830595218825e-12,13.115384615384617,0.1153846153846153,False,,,,False,train,22.678211,5.0136375,0.8646464646464647,0.29606867,0.7636363636363637,0.35434705,62.86690022969486
CampMi02,michael-campanaro-1,00-0031025,Michael Campanaro,WR,2014,7,218,BAL,wake forest,69.0,192.0,4.46,39.0,122.0,20.0,6.77,4.01,312.0,412.0,1063929.0,211.0,100.0,292164.0,123238210.0,1010.0,10737967.0,107833763803.0,266.0,4.0,4.0,24.0,0,0,0,False,skill_pass,False,False,False,False,2.95,0,1,True,97.04916196065206,80.5,5.39,28.35034656584751,-2.0176940404004347,-1.098988435444261,-0.7871081788864059,1.292488435385985,0.5657926577034149,0.4396336234540616,-1.1135913277511078,-1.5145082113178383,-0.0393144433465145,0.8547989983578214,-1.428420336069527,0.1286256638024414,0,1,0,0.9988584509786111,10042.288619717308,2.4771914460158056e-05,False,,,,False,train,8.06232,2.0885172,0.7474747474747475,0.16841756,0.34276094276094277,0.12597375,42.642034913805205
BrowAn04,antonio-brown-1,00-0027793,Antonio Brown,WR,2010,6,195,PIT,central michigan,70.0,186.0,4.56,33.5,105.0,13.0,6.98,4.18,11.0,122.0,224.0,10.0,0.0,92042.0,61116341.0,103.0,9893110.0,9809981198.0,679.0,92.0,86.0,146.0,7,4,7,False,skill_pass,False,False,False,False,6.74,0,1,True,86.03666530535573,69.25,5.58,26.685306122448974,-1.619770109867742,-1.3361051813789937,-0.273505584381187,-0.2361761597808383,-1.776096951573326,-0.9049055366124238,-0.2044481456410033,-0.4689190029973457,-0.9296406328577348,-1.3620350641794703,-0.3490813886559478,-0.681955787629638,0,1,0,0.9938085566717852,991.5973033757838,6.863362481565453e-05,False,,,,False,train,28.436758,21.86702,0.967003367003367,0.3593556,0.8505050505050505,0.44432434,71.76383514797648
GranRy01,ryan-grant-2,00-0031068,Ryan Grant,WR,2014,5,142,WAS,tulane,72.0,199.0,4.64,35.5,119.0,8.0,6.68,4.11,0.0,11.0,0.0,0.0,1.0,5.0,3.0,0.0,93317677.0,395152711491039.0,14169.0,10.0,7.0,80.0,0,0,1,False,skill_pass,False,False,False,False,21.33,0,1,True,85.86400662360506,77.25,5.395,26.98630401234568,-0.8239222488023566,-0.8223522318537396,0.1373764912229899,0.3197018748252792,0.1525180207722253,-1.865290650945628,-1.5032241200840075,-0.8994557358351921,-0.9435995516225516,0.2143802691803815,-1.4000166795586435,-0.5354228265608573,0,1,0,0.9999999999999925,4234489.372158707,0.0001518361842633,False,,,,False,train,7.547962,-0.895977,0.2942760942760943,0.16484636,0.28484848484848485,0.11793691,23.12367897741622
AbbrJa00,jared-abbrederis-1,00-0031021,Jared Abbrederis,WR,2014,5,176,GNB,wisconsin,73.0,195.0,4.5,30.5,117.0,4.0,6.8,4.08,1.0,1.0,27.0,0.0,0.0,31186.0,276283119.0,2.0,20554978.0,2899338371081.0,3857.0,1.0,1.0,22.0,0,0,0,False,skill_pass,False,False,False,False,11.03,0,1,True,95.10745313214449,73.75,5.44,25.724338525051603,-0.4259983182696639,-0.9804300624768948,-0.5816671410843175,-1.0699932116900148,-0.1229984038485677,-2.633598742412191,-0.9837137303068066,-1.0839714784799863,-0.1962955781915379,-0.4753014391645537,-1.144383770960692,-1.1497777633455275,0,1,0,0.9999047172980038,141052.85693232072,0.000187643110102,False,,,,False,train,9.084161,0.6402216,0.5946127946127946,0.17569487,0.4255892255892256,0.14194001,38.64899416792172
SamuDe00,deebo-samuel-1,00-0035719,Deebo Samuel,WR,2019,2,36,SFO,south carolina,71.0,214.0,4.48,39.0,122.0,15.0,7.03,4.14,11.0,11.0,3313.0,11.0,0.0,1528.0,983026.0,610.0,12591562.0,161783250882.0,11311.0,52.0,47.0,97.0,1,1,5,False,skill_pass,False,False,False,False,75.07,0,0,True,106.2506787333077,80.5,5.585,29.84368180916485,-1.2218461793350492,-0.2295603670169083,-0.6843876599853594,1.292488435385985,0.5657926577034149,-0.5207514908791422,0.0120145167661627,-0.7149399931904031,0.7045996410207265,0.8547989983578214,-0.3206777321450648,0.8556169232652712,0,1,0,0.9999939238455056,12848.544992432233,0.0008982999885161,False,,,,False,train,36.14177,12.598576,0.9420875420875421,0.45192108,0.9212121212121213,0.56471515,76.44046870877446
FordIs00,isaiah-ford-1,00-0033471,Isaiah Ford,WR,2017,7,237,MIA,virginia tech,73.0,194.0,4.61,35.5,127.0,14.0,6.94,4.34,110.0,121.0,30140.0,0.0,0.0,476.0,5133.0,0.0,567579.0,70911641094.0,6117.0,5.0,5.0,32.0,0,0,0,False,skill_pass,False,False,False,False,0.98,0,1,True,85.90689534835319,81.25,5.640000000000001,25.59241884030775,-0.4259983182696639,-1.0199495201326834,-0.0167042871285729,0.3197018748252792,1.2545837192553977,-0.712828513745783,-0.377618275566737,0.5151649577748839,-0.9401321312842554,1.0025879358603076,-0.0082375105253417,-1.2139994163126322,0,1,0,0.999999927614147,124937.04152902064,0.0107773543418625,False,,,,False,train,5.8057647,-0.16803789,0.4249158249158249,0.15320109,0.07407407407407407,0.09071507,23.35643781704032
GiveCh00,chris-givens-2,00-0029614,Chris Givens,WR,2012,4,96,STL,wake forest,71.0,198.0,4.35,33.5,118.0,19.0,6.97,4.23,0.0,11.0,0.0,0.0,0.0,151614.0,986377.0,20.0,453583.0,6295141330.0,849.0,12.0,11.0,60.0,0,0,2,False,skill_pass,False,False,False,False,40.63,0,0,True,110.59567869378968,75.75,5.6,27.61237849633009,-1.2218461793350492,-0.8618716895095284,-1.3520710328421504,-0.2361761597808383,0.0147598084618287,0.2475566005874208,-0.2477406781224396,-0.1613927652560198,1.055879407937325,-0.0811976058245907,-0.2354667626124158,-0.2306348161886616,0,1,0,0.9998433359287006,13878.697680468624,0.0018717632715511,False,,,,False,train,17.886171,8.031715,0.9151515151515152,0.24867502,0.672053872053872,0.27947143,60.61006718567927
MartKe01,keshawn-martin-1,00-0029415,Keshawn Martin,WR,2012,4,121,HOU,michigan st.,71.0,188.0,4.42,39.5,122.0,13.0,6.85,4.13,2312.0,3312.0,59401346.0,200.0,0.0,9181819.0,51219157113.0,102.0,11183266.0,132411394777.0,514.0,7.0,4.0,58.0,0,0,1,False,skill_pass,False,False,False,False,29.37,0,0,True,98.51418471014152,80.75,5.49,26.21781392580837,-1.2218461793350492,-1.257066266067416,-0.9925492166884944,1.4314579440375144,0.5657926577034149,-0.9049055366124238,-0.7672510678996406,-0.776445240738666,0.0791281008764518,0.9040619775253168,-0.8603472058518518,-0.9095421533473704,0,1,0,0.7210749704456492,11840.136394591706,4.596152859102162e-05,False,,,,False,train,11.274285,1.4198294,0.6875420875420876,0.19212116,0.5508417508417508,0.17616071,45.88415616364391
LippTo00,tony-lippett-1,00-0031594,Tony Lippett,WR,2015,5,156,MIA,michigan st.,74.0,192.0,4.61,36.0,114.0,10.0,6.92,4.13,1.0,2.0,5.0,1.0,0.0,1212.0,-30351.0,1.0,4364465.0,443926131198.0,2211.0,6.0,6.0,28.0,0,0,1,False,skill_pass,False,False,False,False,16.68,0,1,True,85.02125725197841,75.0,5.525,24.64864864864865,-0.0280743877369711,-1.098988435444261,-0.0167042871285729,0.4586713834768086,-0.5362730407797573,-1.481136605212346,-0.4642033405296057,-0.776445240738666,-1.011733223780579,-0.2289865433270768,-0.6615216102756658,-1.673449284216088,0,1,0,1.0,101713.75671428228,0.0005065913004228,False,,,,False,train,7.0368605,-1.4070787,0.2249158249158249,0.1613582,0.23636363636363636,0.109950945,19.150088508045833
