pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats
CookDa01,dalvin-cook-1,00-0033893,Dalvin Cook,RB,2017,2,41,MIN,florida st.,70.0,210.0,4.49,30.5,116.0,22.0,7.27,4.53,,,,,,687.0,4464.0,46.0,79.0,935.0,2.0,52.0,51.0,90.0,4,0,5,False,skill_run,False,False,False,False
CartDe01,delone-carter-1,00-0028057,Delone Carter,RB,2011,4,119,IND,syracuse,69.0,222.0,4.54,37.0,120.0,27.0,6.92,4.07,,,,,,646.0,3104.0,24.0,28.0,208.0,1.0,3.0,3.0,27.0,0,0,0,False,skill_run,False,False,False,False
WashCh00,chauncey-washington-1,00-0026353,Chauncey Washington,RB,2008,7,213,JAX,southern california,71.0,211.0,4.45,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,30.0,1.0,122.0,1497.0,4.0,0.0,0.0,11.0,0,0,0,False,skill_run,False,True,False,False
HuntKe00,kendall-hunter-1,00-0028053,Kendall Hunter,RB,2011,4,115,SFO,oklahoma st.,67.0,199.0,4.46,35.0,122.0,24.0,6.74,4.21,,,,,,708.0,4181.0,37.0,63.0,519.0,2.0,12.0,12.0,45.0,0,0,0,False,skill_run,False,False,False,False
RidlSt00,stevan-ridley-1,00-0028011,Stevan Ridley,RB,2011,3,73,NWE,louisiana state,71.0,225.0,4.65,36.0,118.0,18.0,6.78,4.21,,,,,,306.0,1419.0,19.0,17.0,94.0,0.0,25.0,23.0,73.0,0,0,1,False,skill_run,False,False,False,False
MurrDe00,demarco-murray-1,00-0028009,DeMarco Murray,RB,2011,3,71,DAL,oklahoma,72.0,213.0,4.37,34.5,124.0,21.0,7.28,4.18,,,,,,759.0,3685.0,50.0,157.0,1571.0,13.0,60.0,40.0,99.0,3,1,7,False,skill_run,False,False,False,False
GreeAl00,alex-green-2,00-0028034,Alex Green,RB,2011,3,96,GNB,hawaii,72.0,225.0,4.45,34.0,114.0,20.0,6.91,4.15,,,,,,232.0,1652.0,20.0,38.0,461.0,2.0,5.0,5.0,29.0,0,0,0,False,skill_run,False,False,False,False
TurbRo00,robert-turbin-1,00-0029273,Robert Turbin,RB,2012,4,106,SEA,utah st.,70.0,222.0,4.42,36.0,122.0,28.0,7.16,4.31,,,,,,565.0,3315.0,40.0,67.0,845.0,11.0,16.0,12.0,82.0,0,0,0,False,skill_run,False,False,False,False
LeshMi00,mikel-leshoure-1,00-0027995,Mikel Leshoure,RB,2011,2,57,DET,illinois,72.0,227.0,4.56,38.0,122.0,21.0,6.82,4.4,,,,,,424.0,2557.0,23.0,37.0,439.0,5.0,5.0,5.0,17.0,0,0,1,False,skill_run,False,False,False,False
WillRy00,ryan-williams-2,00-0027976,Ryan Williams,RB,2011,2,38,ARI,virginia tech,69.0,212.0,4.59,40.0,123.0,19.0,6.96,4.18,,,,,,403.0,2132.0,30.0,26.0,289.0,2.0,1.0,1.0,5.0,0,0,0,False,skill_run,False,False,False,False
PeriSa00,samaje-perine-1,00-0033526,Samaje Perine,RB,2017,4,114,WAS,oklahoma,71.0,233.0,4.65,33.0,116.0,30.0,7.26,4.37,,,,,,685.0,4122.0,49.0,40.0,321.0,2.0,26.0,5.0,125.0,0,0,1,False,skill_run,False,False,False,False
MartDo00,doug-martin-1,00-0029613,Doug Martin,RB,2012,1,31,TAM,boise st.,69.0,223.0,4.46,36.0,120.0,28.0,6.79,4.16,,,,,,617.0,3431.0,43.0,67.0,715.0,4.0,39.0,35.0,84.0,2,1,7,False,skill_run,False,False,False,False
GallWa00,wayne-gallman-1,00-0033950,Wayne Gallman,RB,2017,4,140,NYG,clemson,72.0,215.0,4.6,29.5,120.0,21.0,7.17,4.28,,,,,,676.0,3429.0,34.0,65.0,473.0,2.0,12.0,11.0,61.0,0,0,1,False,skill_run,False,False,False,False
HeluRo00,roy-helu-jr-1,00-0028043,Roy Helu,RB,2011,4,105,WAS,nebraska,71.0,219.0,4.4,36.5,119.0,11.0,6.67,4.01,,,,,,578.0,3404.0,28.0,54.0,501.0,0.0,13.0,13.0,57.0,0,0,1,False,skill_run,False,False,False,False
PumpDo00,donnel-pumphrey-1,00-0033561,Donnel Pumphrey,RB,2017,4,132,PHI,san diego st.,68.0,176.0,4.48,33.5,117.0,5.0,,,1.0,5.0,16.0,1.0,0.0,1059.0,6405.0,62.0,100.0,1041.0,5.0,,,,0,0,0,False,skill_run,True,True,False,False
LangJe00,jeremy-langford-1,00-0031569,Jeremy Langford,RB,2015,4,106,CHI,michigan st.,72.0,208.0,4.42,34.5,118.0,,7.22,4.32,,,,,,577.0,2967.0,40.0,39.0,219.0,1.0,7.0,7.0,29.0,0,0,0,False,skill_run,False,True,False,False
JohnDa08,,00-0032187,David Johnson,RB,2015,3,86,ARI,northern iowa,73.0,224.0,4.5,41.5,127.0,25.0,6.82,4.27,,,,,,88.0,410.0,4.0,26.0,584.0,6.0,42.0,33.0,92.0,1,1,3,False,skill_run,False,False,False,False
BakeEd01,edwin-baker-1,00-0029317,Edwin Baker,RB,2012,7,250,SDG,michigan st.,68.0,204.0,4.44,35.0,111.0,20.0,7.27,4.31,,,,,,462.0,2293.0,19.0,15.0,125.0,1.0,1.0,,6.0,0,0,0,False,skill_run,False,False,False,False
WillJa06,jamaal-williams-1,00-0033948,Jamaal Williams,RB,2017,4,134,GNB,byu,72.0,212.0,4.59,30.0,123.0,,7.25,4.53,,,,,,726.0,3901.0,35.0,60.0,567.0,1.0,33.0,19.0,117.0,0,0,3,False,skill_run,False,True,False,False
JoneMa04,matt-jones-3,00-0031939,Matt Jones,RB,2015,3,95,WAS,florida,74.0,231.0,4.61,31.5,112.0,20.0,,4.2,,,,,,297.0,1431.0,11.0,19.0,100.0,1.0,9.0,9.0,25.0,0,0,0,False,skill_run,False,True,False,False
WhitJo01,johnny-white-1,00-0028071,Johnny White,RB,2011,5,133,BUF,north carolina,70.0,209.0,4.5,32.5,117.0,,7.07,4.31,,,,,,246.0,1262.0,8.0,47.0,510.0,1.0,0.0,0.0,19.0,0,0,0,False,skill_run,False,True,False,False
PeadIs00,isaiah-pead-1,00-0029626,Isaiah Pead,RB,2012,2,50,STL,cincinnati,70.0,197.0,4.39,33.0,116.0,,6.95,4.32,,,,,,545.0,3288.0,27.0,87.0,721.0,6.0,1.0,1.0,30.0,0,0,0,False,skill_run,False,True,False,False
JoneJu01,julius-jones-1,00-0022840,Julius Jones,RB,2004,2,43,DAL,notre dame,70.0,217.0,4.47,37.5,121.0,,6.97,4.12,,,,,,10.0,139.0,2.0,179.0,2653.0,15.0,38.0,29.0,94.0,0,0,6,False,skill_run,False,True,False,False
EdmoCh00,,00-0034681,Chase Edmonds,RB,2018,4,134,ARI,fordham,69.0,205.0,4.55,34.0,122.0,19.0,6.79,4.07,,,,,,66.0,291.0,4.0,13.0,197.0,0.0,21.0,17.0,86.0,0,0,1,False,skill_run,False,False,False,False
JameMi00,mike-james-1,00-0030391,Mike James,RB,2013,6,189,TAM,miami,70.0,223.0,4.53,35.0,115.0,28.0,,4.62,,,,,,304.0,1340.0,17.0,67.0,585.0,5.0,2.0,2.0,23.0,0,0,0,False,skill_run,False,True,False,False
WilsDa01,david-wilson-1,00-0029251,David Wilson,RB,2012,1,32,NYG,virginia tech,70.0,206.0,4.38,41.0,132.0,,7.09,4.12,,,,,,462.0,2662.0,18.0,37.0,363.0,5.0,5.0,5.0,21.0,0,0,0,False,skill_run,False,True,False,False
BawdNi00,nick-bawden-1,00-0034433,Nick Bawden,RB,2018,7,237,DET,san diego st.,74.0,245.0,,,,,,,13.0,38.0,147.0,1.0,2.0,12.0,47.0,0.0,30.0,240.0,1.0,0.0,0.0,35.0,0,0,0,False,skill_run,False,True,False,False
TaliLo00,,00-0031066,Lorenzo Taliaferro,RB,2014,4,138,BAL,coastal carolina,72.0,229.0,4.58,33.0,118.0,18.0,6.88,4.22,,,,,,20.0,51.0,0.0,5.0,20.0,1.0,3.0,3.0,19.0,0,0,0,False,skill_run,False,False,False,False
WillAn00,andre-williams-2,00-0031055,Andre Williams,RB,2014,4,113,NYG,boston col.,71.0,230.0,4.56,38.0,129.0,,7.27,4.06,,,,,,704.0,3739.0,28.0,10.0,60.0,0.0,7.0,6.0,41.0,0,0,0,False,skill_run,False,True,False,False
FreeDe00,devonta-freeman-1,00-0031285,Devonta Freeman,RB,2014,4,103,ATL,florida st.,68.0,206.0,4.58,31.5,118.0,,7.11,4.26,,,,,,404.0,2255.0,30.0,47.0,475.0,1.0,49.0,45.0,98.0,2,0,4,False,skill_run,False,True,False,False
MurpMa03,marcus-murphy-1,00-0031959,Marcus Murphy,RB,2015,7,230,NOR,missouri,69.0,198.0,4.61,29.0,109.0,11.0,,4.4,,,,,,337.0,1957.0,16.0,50.0,318.0,2.0,2.0,1.0,28.0,0,0,0,False,skill_run,False,True,False,False
McNiJe00,jeremy-mcnichols-1,00-0033955,Jeremy McNichols,RB,2017,5,162,TAM,boise st.,69.0,214.0,4.49,35.5,121.0,,6.93,4.28,,,,,,571.0,3205.0,44.0,103.0,1089.0,11.0,9.0,,71.0,0,0,0,False,skill_run,False,True,False,False
WaltMa00,mark-walton-1,00-0034679,Mark Walton,RB,2018,4,112,CIN,miami,70.0,202.0,4.6,31.5,118.0,18.0,,,,,,,,394.0,1995.0,26.0,56.0,624.0,2.0,3.0,1.0,21.0,0,0,0,False,skill_run,False,True,False,False
MackMa00,marlon-mack-1,00-0033951,Marlon Mack,RB,2017,4,143,IND,south florida,71.0,213.0,4.5,35.5,125.0,15.0,,,,,,,,586.0,3609.0,32.0,65.0,498.0,1.0,20.0,19.0,55.0,0,0,2,False,skill_run,False,True,False,False
DayeMa00,matt-dayes-1,00-0033596,Matthew Dayes,RB,2017,7,252,CLE,north carolina st.,69.0,205.0,4.47,28.0,109.0,18.0,,,,,,,,550.0,2856.0,34.0,98.0,933.0,6.0,0.0,0.0,23.0,0,0,0,False,skill_run,False,True,False,False
HarrDa06,damien-harris-1,00-0035657,Damien Harris,RB,2019,3,87,NWE,alabama,70.0,216.0,4.57,37.0,121.0,16.0,,,,,,,,476.0,3073.0,23.0,52.0,407.0,2.0,16.0,15.0,44.0,0,0,3,False,skill_run,False,True,False,False
MasoTr00,tre-mason-1,00-0031391,Tre Mason,RB,2014,3,75,STL,auburn,68.0,207.0,4.5,38.5,126.0,,,4.15,,,,,,516.0,2979.0,32.0,19.0,249.0,1.0,8.0,8.0,25.0,0,0,1,False,skill_run,False,True,False,False
LogaT.00,tj-logan-1,00-0033789,T.J. Logan,RB,2017,5,179,ARI,north carolina,69.0,196.0,4.37,33.5,121.0,17.0,,,,,,,,398.0,2165.0,19.0,76.0,663.0,4.0,0.0,0.0,22.0,0,0,0,False,skill_run,False,True,False,False
PerkPa00,paul-perkins-1,00-0032417,Paul Perkins,RB,2016,5,149,NYG,ucla,70.0,208.0,4.54,32.0,124.0,19.0,,,,,,,,621.0,3488.0,29.0,80.0,739.0,3.0,5.0,5.0,29.0,0,0,0,False,skill_run,False,True,False,False
ErviTy00,tyler-ervin-1,00-0032404,Tyler Ervin,RB,2016,4,119,HOU,san jose st.,70.0,192.0,4.41,39.0,130.0,17.0,,,,,,,,528.0,2803.0,19.0,87.0,783.0,4.0,2.0,0.0,43.0,0,0,0,False,skill_run,False,True,False,False
HydeCa00,carlos-hyde-1,00-0031045,Carlos Hyde,RB,2014,2,57,SFO,ohio st.,72.0,230.0,4.62,34.5,114.0,19.0,,,,,,,,523.0,3198.0,37.0,34.0,271.0,4.0,32.0,18.0,102.0,0,0,4,False,skill_run,False,True,False,False
JohnSt03,storm-johnson-1,00-0031243,Storm Johnson,RB,2014,7,222,JAX,central florida,72.0,209.0,4.6,35.5,118.0,16.0,,,,,,,,335.0,1765.0,19.0,41.0,289.0,3.0,0.0,0.0,6.0,0,0,0,False,skill_run,False,True,False,False
HillJe01,jeremy-hill-2,00-0031301,Jeremy Hill,RB,2014,2,55,CIN,louisiana state,73.0,233.0,4.56,29.0,113.0,20.0,,,,,,,,345.0,2156.0,28.0,26.0,254.0,0.0,21.0,21.0,55.0,0,0,3,False,skill_run,False,True,False,False
ConnJa00,james-conner-1,00-0033553,James Conner,RB,2017,3,105,PIT,pittsburgh,73.0,233.0,4.65,29.0,113.0,20.0,,,,,,,,668.0,3733.0,52.0,30.0,412.0,4.0,49.0,17.0,110.0,2,0,6,False,skill_run,False,True,False,False
GanaTe00,terrance-ganaway-1,00-0029427,Terrance Ganaway,RB,2012,6,202,NYJ,baylor,71.0,239.0,4.61,37.5,119.0,,7.15,4.25,,,,,,364.0,2042.0,28.0,12.0,133.0,1.0,0.0,,3.0,0,0,0,False,skill_run,False,True,False,False
RobiJo02,josh-robinson-2,00-0031611,Josh Robinson,RB,2015,6,205,IND,mississippi st.,68.0,217.0,4.7,32.0,113.0,21.0,,,,,,,,323.0,1997.0,15.0,43.0,493.0,1.0,0.0,0.0,5.0,0,0,0,False,skill_run,False,True,False,False
ScarBo01,bo-scarbrough-1,00-0034432,Bo Scarbrough,RB,2018,7,236,DAL,alabama,73.0,228.0,4.52,40.0,129.0,14.0,,4.34,,,,,,267.0,1512.0,20.0,21.0,131.0,0.0,2.0,,7.0,0,0,0,False,skill_run,False,True,False,False
ThomDe05,deanthony-thomas-1,00-0031060,De'Anthony Thomas,RB,2014,4,124,KAN,oregon,69.0,174.0,4.39,32.0,124.0,8.0,,,,,,,,243.0,1890.0,26.0,113.0,1296.0,15.0,7.0,7.0,69.0,0,0,0,False,skill_run,False,True,False,False
PollTo00,tony-pollard-1,00-0035261,Tony Pollard,RB,2019,4,128,DAL,memphis,72.0,210.0,4.52,35.0,121.0,13.0,,,,,,,,140.0,942.0,9.0,103.0,1278.0,9.0,45.0,34.0,112.0,1,0,2,False,skill_run,False,True,False,False
ArtiCa00,cameron-artis-payne-1,00-0031599,Cameron Artis-Payne,RB,2015,5,174,CAR,auburn,70.0,212.0,4.53,36.5,118.0,,7.13,,,,,,,394.0,2218.0,19.0,14.0,151.0,0.0,5.0,5.0,32.0,0,0,0,False,skill_run,False,True,False,False
HillJu00,justice-hill-1,00-0034975,Justice Hill,RB,2019,4,113,BAL,oklahoma st.,70.0,198.0,4.4,40.0,130.0,21.0,,,,,,,,632.0,3539.0,30.0,49.0,304.0,1.0,17.0,17.0,84.0,0,0,0,False,skill_run,False,True,False,False
CollAl00,alex-collins-1,00-0032426,Alex Collins,RB,2016,5,171,SEA,arkansas,70.0,217.0,4.59,28.5,113.0,18.0,,,,,,,,665.0,3703.0,36.0,27.0,167.0,0.0,17.0,5.0,50.0,0,0,2,False,skill_run,False,True,False,False
PennRa00,rashaad-penny-1,00-0034750,Rashaad Penny,RB,2018,1,27,SEA,san diego st.,71.0,220.0,4.46,32.5,120.0,13.0,,,,,,,,487.0,3643.0,38.0,42.0,479.0,6.0,13.0,13.0,45.0,0,0,0,False,skill_run,False,True,False,False
McKnJo00,joe-mcknight-1,00-0027712,Joe McKnight,RB,2010,4,112,NYJ,southern california,71.0,198.0,4.4,36.5,120.0,18.0,,,,,,,,347.0,2213.0,13.0,66.0,542.0,2.0,7.0,6.0,41.0,0,0,0,False,skill_run,False,True,False,False
WestTe00,,00-0031375,Terrance West,RB,2014,3,94,CLE,towson,69.0,225.0,4.56,33.5,120.0,16.0,,,,,,,,81.0,315.0,6.0,3.0,12.0,0.0,11.0,3.0,43.0,0,0,2,False,skill_run,False,True,False,False
GuicDe00,derrius-guice-1,00-0034358,Derrius Guice,RB,2018,2,59,WAS,louisiana state,70.0,224.0,4.49,31.5,,15.0,,,,,,,,471.0,3074.0,29.0,32.0,250.0,3.0,2.0,2.0,5.0,0,0,0,False,skill_run,False,True,False,False
CoxxCh01,chandler-cox-1,00-0035310,Chandler Cox,RB,2019,7,233,MIA,auburn,,,,,,,,,1.0,2.0,-3.0,0.0,1.0,11.0,18.0,3.0,25.0,225.0,1.0,0.0,0.0,21.0,0,0,0,False,skill_run,False,True,True,False
RiddTh00,theo-riddick-1,00-0030107,Theo Riddick,RB,2013,6,199,DET,notre dame,70.0,201.0,4.68,32.0,118.0,,,,,,,,,244.0,1169.0,5.0,120.0,1263.0,8.0,24.0,24.0,88.0,0,0,1,False,skill_run,False,True,False,False
SmitTe00,terrelle-smith-1,00-0019587,Terrelle Smith,RB,2000,4,96,NOR,arizona st.,72.0,249.0,5.0,32.5,109.0,19.0,8.38,4.85,,,,,,,,,2.0,8.0,0.0,3.0,2.0,146.0,0,0,8,False,skill_run,False,False,False,True
MixoJo00,joe-mixon-1,00-0033897,Joe Mixon,RB,2017,2,48,CIN,oklahoma,,,,,,,,,1.0,1.0,26.0,1.0,0.0,300.0,2027.0,17.0,65.0,894.0,9.0,56.0,49.0,111.0,2,0,6,False,skill_run,False,True,True,False
ElliEz00,ezekiel-elliott-1,00-0033045,Ezekiel Elliott,RB,2016,1,4,DAL,ohio st.,72.0,225.0,4.47,32.5,118.0,,,,,,,,,592.0,3961.0,43.0,58.0,449.0,1.0,68.0,65.0,135.0,3,1,7,False,skill_run,False,True,False,False
CoheTa00,,00-0033556,Tarik Cohen,RB,2017,4,119,CHI,north carolina a&t,66.0,179.0,4.42,31.5,118.0,11.0,,,,,,,,43.0,218.0,1.0,10.0,145.0,0.0,21.0,21.0,51.0,1,1,2,False,skill_run,False,True,False,False
WillJo12,joe-williams-7,00-0033286,Joe Williams,RB,2017,4,121,SFO,utah,71.0,210.0,4.41,35.0,125.0,14.0,7.19,4.19,,,,,,314.0,1884.0,13.0,20.0,191.0,0.0,,,,0,0,0,False,skill_run,True,False,False,False
ProsC.00,cj-prosise-1,00-0032393,C.J. Prosise,RB,2016,3,90,SEA,notre dame,72.0,220.0,4.48,35.5,121.0,,,,,,,,,166.0,1158.0,12.0,62.0,896.0,3.0,5.0,5.0,35.0,0,0,0,False,skill_run,False,True,False,False
MichSo00,sony-michel-1,00-0034845,Sony Michel,RB,2018,1,31,NWE,georgia,71.0,214.0,4.54,,,22.0,,4.21,,,,,,591.0,3638.0,33.0,64.0,621.0,6.0,21.0,15.0,65.0,0,0,2,False,skill_run,False,True,False,False
HillRo00,ronnie-hillman-1,00-0029683,Ronnie Hillman,RB,2012,3,67,DEN,san diego st.,69.0,200.0,4.42,37.0,,17.0,,,,,,,,573.0,3243.0,36.0,33.0,338.0,2.0,17.0,15.0,56.0,0,0,1,False,skill_run,False,True,False,False
ElliRh00,rhett-ellison-1,00-0029587,Rhett Ellison,RB,2012,4,128,MIN,southern california,77.0,251.0,4.78,31.5,109.0,,,,,,,,,1.0,-5.0,0.0,53.0,471.0,6.0,9.0,4.0,113.0,0,0,4,False,skill_run,False,True,False,False
MillLa01,lamar-miller-1,00-0029615,Lamar Miller,RB,2012,4,97,MIA,miami,71.0,212.0,4.34,33.0,,,,,,,,,,335.0,1918.0,15.0,28.0,181.0,1.0,42.0,22.0,106.0,1,0,6,False,skill_run,False,True,False,False
ReynKe00,keenan-reynolds-1,00-0033078,Keenan Reynolds,RB,2016,6,182,BAL,navy,,,,,,,,,242.0,462.0,4001.0,31.0,8.0,977.0,4559.0,88.0,1.0,47.0,0.0,0.0,,2.0,0,0,0,False,skill_run,False,True,True,False
HillKe01,kenny-hilliard-1,00-0031625,Kenny Hilliard,RB,2015,7,235,HOU,louisiana state,72.0,226.0,4.83,27.0,111.0,,7.17,4.4,,,,,,302.0,1557.0,27.0,11.0,69.0,1.0,,,,0,0,0,False,skill_run,True,True,False,False
PoweBi00,bilal-powell-1,00-0028064,Bilal Powell,RB,2011,4,126,NYJ,louisville,70.0,207.0,4.51,,,18.0,,,,,,,,436.0,2338.0,19.0,45.0,344.0,3.0,26.0,26.0,109.0,0,0,3,False,skill_run,False,True,False,False
JoneRo01,ronald-jones-4,00-0034816,Ronald Jones II,RB,2018,2,38,TAM,southern california,71.0,205.0,4.65,36.5,,,,,,,,,,591.0,3619.0,39.0,32.0,302.0,3.0,18.0,17.0,61.0,0,0,2,False,skill_run,False,True,False,False
BrowDo00,donald-brown-1,00-0027003,Donald Brown,RB,2009,1,27,IND,connecticut,70.0,210.0,4.46,41.5,125.0,,6.93,4.1,,,,,,,,,57.0,798.0,5.0,25.0,21.0,89.0,0,0,1,False,skill_run,False,True,False,True
ColeTe01,tevin-coleman-1,00-0032058,Tevin Coleman,RB,2015,3,73,ATL,indiana,71.0,206.0,4.4,,,22.0,,,,,,,,452.0,3219.0,28.0,54.0,383.0,0.0,33.0,25.0,94.0,0,0,2,False,skill_run,False,True,False,False
GaffTy00,tyler-gaffney-1,00-0031190,Tyler Gaffney,RB,2014,6,204,CAR,stanford,71.0,220.0,4.49,36.5,116.0,,6.78,4.18,,,,,,486.0,2500.0,33.0,32.0,264.0,4.0,,,,0,0,0,False,skill_run,True,True,False,False
ThomCh03,chris-thompson-1,00-0030404,Chris Thompson,RB,2013,5,154,WAS,florida st.,67.0,192.0,4.42,,,21.0,,,,,,,,276.0,1736.0,14.0,45.0,430.0,1.0,20.0,19.0,74.0,0,0,0,False,skill_run,False,True,False,False
LacyEd00,eddie-lacy-1,00-0030485,Eddie Lacy,RB,2013,2,61,GNB,alabama,71.0,231.0,4.55,,,,,,,,,,,355.0,2402.0,30.0,35.0,338.0,2.0,36.0,34.0,60.0,1,0,3,False,skill_run,False,True,False,False
ForeDO00,donta-foreman-1,00-0033925,D'Onta Foreman,RB,2017,3,89,HOU,texas,72.0,233.0,,,,18.0,,,,,,,,434.0,2783.0,20.0,13.0,146.0,0.0,17.0,2.0,63.0,0,0,1,False,skill_run,False,True,False,False
JoneGr01,greg-jones-1,00-0022897,Greg Jones,RB,2004,2,55,JAX,florida st.,73.0,249.0,4.55,,,,,,,,,,,9.0,144.0,0.0,39.0,811.0,6.0,9.0,9.0,131.0,0,0,5,False,skill_run,False,True,False,False
HoodEl00,elijah-hood-1,00-0033975,Elijah Hood,RB,2017,7,242,OAK,north carolina,72.0,232.0,,,,18.0,,,,,,,,431.0,2580.0,29.0,40.0,211.0,0.0,0.0,0.0,1.0,0,0,0,False,skill_run,False,True,False,False
RichTr00,trent-richardson-1,00-0029675,Trent Richardson,RB,2012,1,3,CLE,alabama,69.0,228.0,4.48,,,,,,,,,,,540.0,3130.0,35.0,68.0,730.0,7.0,17.0,7.0,46.0,0,0,3,False,skill_run,False,True,False,False
BennMi00,michael-bennett-1,00-0020514,Michael Bennett,RB,2001,1,27,MIN,wisconsin,69.0,207.0,4.38,39.5,130.0,13.0,,,,,,,,,,,134.0,1607.0,17.0,34.0,29.0,107.0,1,0,3,False,skill_run,False,True,False,True
SeasLa00,lache-seastrunk-1,00-0031078,Lache Seastrunk,RB,2014,6,186,WAS,baylor,69.0,201.0,4.51,41.5,134.0,15.0,,,,,,,,289.0,2189.0,18.0,9.0,107.0,1.0,,,,0,0,0,False,skill_run,True,True,False,False
TaylKe01,kelvin-taylor-1,00-0032440,Kelvin Taylor,RB,2016,6,211,SFO,florida,70.0,207.0,4.6,32.0,113.0,15.0,,,,,,,,486.0,2108.0,23.0,24.0,179.0,0.0,,,,0,0,0,False,skill_run,True,True,False,False
HaviSt00,stanley-havili-1,00-0028178,Stanley Havili,RB,2011,7,240,PHI,southern california,72.0,227.0,4.64,,,,,,,,,,,81.0,509.0,3.0,116.0,1290.0,12.0,1.0,0.0,28.0,0,0,1,False,skill_run,False,True,False,False
MoreKn00,knowshon-moreno-1,00-0026988,Knowshon Moreno,RB,2009,1,12,DEN,georgia,71.0,217.0,4.5,35.5,115.0,25.0,6.84,4.27,,,,,,,,,,,,33.0,32.0,63.0,0,0,3,False,skill_run,False,False,False,True
CoffGl00,glen-coffee-1,00-0027048,Glen Coffee,RB,2009,3,74,SFO,alabama,72.0,209.0,4.5,36.0,121.0,24.0,7.35,4.51,,,,,,,,,,,,2.0,2.0,14.0,0,0,0,False,skill_run,False,False,False,True
GreeSh00,shonn-greene-1,00-0026899,Shonn Greene,RB,2009,3,65,NYJ,iowa,70.0,227.0,4.55,37.0,121.0,19.0,7.1,4.4,,,,,,,,,,,,23.0,20.0,85.0,0,0,2,False,skill_run,False,False,False,True
DixoAn00,anthony-dixon-1,00-0027772,Anthony Dixon,RB,2010,6,173,SFO,mississippi st.,73.0,233.0,4.67,33.0,121.0,15.0,7.09,4.49,,,,,,,,,,,,7.0,3.0,96.0,0,0,0,False,skill_run,False,False,False,True
BrowAn03,andre-brown-1,00-0027094,Andre Brown,RB,2009,4,129,NYG,north carolina st.,72.0,224.0,4.37,37.0,115.0,24.0,7.35,4.33,,,,,,,,,,,,7.0,7.0,22.0,0,0,1,False,skill_run,False,False,False,True
FiamTo00,tony-fiammetta-1,00-0027093,Tony Fiammetta,RB,2009,4,128,CAR,syracuse,72.0,245.0,4.58,34.0,112.0,30.0,7.31,4.49,,,,,,,,,,,,1.0,0.0,51.0,0,0,2,False,skill_run,False,False,False,True
GoodMi00,mike-goodson-1,00-0027080,Mike Goodson,RB,2009,4,111,CAR,texas a&m,72.0,208.0,4.43,39.5,118.0,14.0,6.89,4.22,,,,,,,,,,,,7.0,4.0,42.0,0,0,0,False,skill_run,False,False,False,True
OgboCh00,chris-ogbonnaya-1,00-0027140,Chris Ogbonnaya,RB,2009,7,211,STL,texas,72.0,220.0,4.57,35.0,111.0,19.0,6.85,4.29,,,,,,,,,,,,7.0,0.0,53.0,0,0,1,False,skill_run,False,False,False,True
DaviJa03,james-davis-1,00-0027130,James Davis,RB,2009,6,195,CLE,clemson,71.0,218.0,4.45,32.0,109.0,17.0,7.15,4.37,,,,,,,,,,,,1.0,0.0,9.0,0,0,0,False,skill_run,False,False,False,True
RingJa00,javon-ringer-1,00-0027120,Javon Ringer,RB,2009,5,173,TEN,michigan st.,69.0,205.0,4.5,34.0,115.0,23.0,6.87,4.11,,,,,,,,,,,,5.0,5.0,37.0,0,0,0,False,skill_run,False,False,False,True
MarsKe00,keith-marshall-1,00-0032806,Keith Marshall,RB,2016,7,242,WAS,georgia,71.0,219.0,4.31,30.5,,25.0,,,,,,,,253.0,1379.0,12.0,24.0,225.0,3.0,,,,0,0,0,False,skill_run,True,True,False,False
JacoJo01,joshua-jacobs-1,00-0035700,Josh Jacobs,RB,2019,1,24,OAK,alabama,70.0,220.0,,,,,,,,,,,,252.0,1488.0,16.0,48.0,581.0,5.0,57.0,38.0,105.0,3,1,6,False,skill_run,False,True,False,False
JameLa00,lamichael-james-1,00-0029260,LaMichael James,RB,2012,2,61,SFO,oregon,68.0,194.0,4.35,35.0,123.0,15.0,6.88,4.12,,,,,,,,,,,,2.0,2.0,18.0,0,0,0,False,skill_run,False,False,False,True
WebeMi00,mike-weber-1,00-0035303,Mike Weber,RB,2019,7,218,DAL,ohio st.,70.0,211.0,4.47,33.5,,22.0,,,,,,,,454.0,2676.0,24.0,54.0,297.0,1.0,,,,0,0,0,False,skill_run,True,True,False,False
GricMa00,marion-grice-1,00-0030999,Marion Grice,RB,2014,6,201,SDG,arizona st.,72.0,208.0,4.67,,,,,,,,,,,294.0,1675.0,25.0,91.0,863.0,14.0,0.0,,10.0,0,0,0,False,skill_run,False,True,False,False
BaxtJa00,jarrod-baxter-1,00-0021253,Jarrod Baxter,RB,2002,5,136,HOU,new mexico,73.0,245.0,4.7,32.5,116.0,23.0,7.1,4.27,,,,,,,,,,,,0.0,0.0,32.0,0,0,1,False,skill_run,False,False,False,True
